motion,mIntv,soa,i1,i2,i3,i4,i5,i6,resp,rt,sub,Am,Gm
2,1,80,14,14,28,28,7,7,0,0.190825919584313,7,16.3333333333333,14
1,2,230,14,5,5,14,23,23,1,0.127584128089438,7,14,11.7203871786732
1,2,200,23,5,14,5,23,14,1,0.179923369047174,7,14,11.7203871786732
1,2,50,23,5,23,5,14,14,0,0.181248838878673,7,14,11.7203871786732
2,3,50,17,17,11,14,14,11,0,0.0900609948566853,7,14,13.7823480810476
1,1,50,28,14,7,7,28,14,0,0.132814095111826,7,16.3333333333333,14
2,1,50,7,28,14,7,14,28,0,0.179633851437757,7,16.3333333333333,14
2,2,110,14,14,5,5,23,23,0,0.162446039881615,7,14,11.7203871786732
1,2,230,23,5,5,14,14,23,1,0.147208777703781,7,14,11.7203871786732
1,3,200,14,14,17,11,17,11,1,0.0499858638777368,7,14,13.7823480810476
2,2,140,23,5,14,23,14,5,0,0.10682942260064,7,14,11.7203871786732
1,2,230,5,14,23,23,14,5,1,0.123660266570369,7,14,11.7203871786732
1,2,80,14,5,14,23,5,23,0,0.0725613352460641,7,14,11.7203871786732
1,1,110,28,14,28,14,7,7,0,0.179362547802157,7,16.3333333333333,14
1,1,110,28,7,7,28,14,14,0,0.134184323575028,7,16.3333333333333,14
1,1,80,28,7,14,7,28,14,0,0.117083690982327,7,16.3333333333333,14
2,2,200,5,5,14,23,23,14,1,0.171884465064068,7,14,11.7203871786732
2,1,170,7,14,14,7,28,28,1,0.132645372430488,7,16.3333333333333,14
1,3,80,17,11,11,14,17,14,0,0.167552535329378,7,14,13.7823480810476
1,2,200,14,14,5,5,23,23,1,0.379497297039052,7,14,11.7203871786732
1,1,170,7,28,7,14,14,28,1,0.448051238359767,7,16.3333333333333,14
2,2,200,14,23,5,23,5,14,1,0.152797441602161,7,14,11.7203871786732
1,2,200,23,5,23,14,5,14,1,0.17754774046989,7,14,11.7203871786732
2,2,110,14,23,5,23,5,14,0,0.170390328941721,7,14,11.7203871786732
1,3,200,17,11,17,14,11,14,1,0.197168318723925,7,14,13.7823480810476
1,3,140,11,14,11,17,14,17,1,0.120000377984979,7,14,13.7823480810476
2,3,80,11,17,11,17,14,14,0,0.130834933443111,7,14,13.7823480810476
1,2,50,23,5,23,14,14,5,0,0.0798445228210767,7,14,11.7203871786732
1,1,110,14,7,28,7,28,14,1,0.242572712017136,7,16.3333333333333,14
2,1,50,7,7,28,28,14,14,0,0.095354754019354,7,16.3333333333333,14
1,3,230,17,14,14,17,11,11,1,0.154140741957235,7,14,13.7823480810476
1,3,230,17,11,17,14,11,14,1,0.172937138804627,7,14,13.7823480810476
1,2,170,5,23,14,14,5,23,1,0.177705177629832,7,14,11.7203871786732
2,2,50,5,5,23,14,14,23,0,0.0446087302007072,7,14,11.7203871786732
1,3,80,14,11,14,17,17,11,0,0.37761153602878,7,14,13.7823480810476
1,2,140,5,23,14,23,14,5,1,0.334334140223291,7,14,11.7203871786732
2,1,170,28,14,7,28,14,7,1,0.135015301857493,7,16.3333333333333,14
1,3,50,14,17,14,11,17,11,0,0.283873498745379,7,14,13.7823480810476
1,3,110,17,11,11,14,17,14,1,0.290636935800649,7,14,13.7823480810476
1,1,80,28,7,14,28,7,14,0,0.107697881443528,7,16.3333333333333,14
1,2,170,23,14,5,14,5,23,1,0.0862330602685688,7,14,11.7203871786732
1,2,50,14,5,5,23,23,14,1,0.437111380188071,7,14,11.7203871786732
2,1,230,14,28,14,28,7,7,1,0.103721554656659,7,16.3333333333333,14
2,2,80,23,23,14,5,14,5,0,0.122634141249364,7,14,11.7203871786732
2,3,230,17,17,11,14,11,14,1,0.0674932000474655,7,14,13.7823480810476
2,3,110,17,14,17,11,11,14,0,0.138321993472346,7,14,13.7823480810476
1,2,200,23,5,14,23,14,5,1,0.176944427470517,7,14,11.7203871786732
2,3,140,14,14,11,11,17,17,0,0.505994849712806,7,14,13.7823480810476
1,1,50,7,14,14,7,28,28,0,0.136665055621052,7,16.3333333333333,14
1,3,170,14,17,17,11,14,11,1,0.185470221629657,7,14,13.7823480810476
2,2,230,23,5,14,14,5,23,1,0.128265413441113,7,14,11.7203871786732
1,1,200,7,28,14,14,28,7,0,0.292994790244848,7,16.3333333333333,14
1,3,200,14,17,11,17,14,11,1,0.21377385451342,7,14,13.7823480810476
1,1,110,7,7,14,14,28,28,0,0.226504001640933,7,16.3333333333333,14
1,1,200,14,7,28,14,28,7,1,0.16126218041245,7,16.3333333333333,14
2,1,200,7,7,28,14,14,28,1,0.147985471197899,7,16.3333333333333,14
2,2,140,14,23,23,5,5,14,1,0.138803022846332,7,14,11.7203871786732
1,1,170,14,7,28,14,7,28,1,0.0696314454635285,7,16.3333333333333,14
2,3,80,11,14,11,14,17,17,0,0.112497276875729,7,14,13.7823480810476
2,1,80,28,7,7,28,14,14,0,0.169310091761872,7,16.3333333333333,14
1,1,200,7,28,7,14,14,28,1,0.196078502760429,7,16.3333333333333,14
2,1,110,7,7,28,28,14,14,1,0.18822876847662,7,16.3333333333333,14
2,3,80,11,11,17,17,14,14,0,0.139053450897336,7,14,13.7823480810476
1,3,140,11,14,17,11,17,14,1,0.166001347550264,7,14,13.7823480810476
1,1,230,7,14,7,28,28,14,1,0.0367565485885279,7,16.3333333333333,14
1,1,170,7,14,7,28,28,14,1,0.187535370550904,7,16.3333333333333,14
2,2,110,5,5,14,23,14,23,1,0.236300285368998,7,14,11.7203871786732
2,2,200,5,23,14,14,23,5,1,0.3391094120052,7,14,11.7203871786732
1,1,110,14,14,7,28,28,7,0,0.195845292459126,7,16.3333333333333,14
1,2,140,14,23,23,14,5,5,0,0.132680962047743,7,14,11.7203871786732
2,3,200,17,17,14,11,14,11,1,0.205487672799791,7,14,13.7823480810476
1,2,170,5,23,23,5,14,14,1,0.240291796106249,7,14,11.7203871786732
2,1,140,14,28,14,7,7,28,1,0.251094686695069,7,16.3333333333333,14
2,3,110,11,17,14,11,17,14,0,0.173852886315217,7,14,13.7823480810476
2,3,110,17,14,11,11,14,17,0,0.182700242647115,7,14,13.7823480810476
2,2,170,23,14,5,14,5,23,1,0.157486301326571,7,14,11.7203871786732
1,3,110,11,14,11,17,17,14,1,0.236357303190744,7,14,13.7823480810476
2,3,200,14,17,11,17,11,14,1,0.101149985815937,7,14,13.7823480810476
1,2,170,5,5,23,14,14,23,1,0.154043924061625,7,14,11.7203871786732
1,1,50,28,7,7,14,14,28,0,0.132911183676697,7,16.3333333333333,14
1,3,110,11,14,14,17,17,11,1,0.543755914970461,7,14,13.7823480810476
1,3,230,14,14,11,17,11,17,1,0.13440686112699,7,14,13.7823480810476
2,3,50,17,14,14,17,11,11,0,0.135271970402755,7,14,13.7823480810476
1,2,170,23,14,14,5,5,23,1,0.0681022573080554,7,14,11.7203871786732
1,1,140,7,14,28,14,28,7,1,0.112937930998669,7,16.3333333333333,14
1,1,200,28,7,14,14,7,28,1,0.165750490934442,7,16.3333333333333,14
1,2,140,14,5,5,23,14,23,1,0.102598600160491,7,14,11.7203871786732
1,2,140,23,5,5,23,14,14,1,0.253329855264383,7,14,11.7203871786732
1,3,110,11,14,11,14,17,17,0,0.180179259412398,7,14,13.7823480810476
1,2,110,14,5,23,23,5,14,1,0.0989810717510409,7,14,11.7203871786732
1,2,230,14,23,14,5,23,5,1,0.119849624921699,7,14,11.7203871786732
1,2,200,14,5,23,23,14,5,1,0.12665470036336,7,14,11.7203871786732
2,1,50,14,14,7,28,28,7,0,0.139514852788125,7,16.3333333333333,14
2,3,170,11,17,14,11,14,17,1,0.170273045230715,7,14,13.7823480810476
2,2,170,23,14,5,23,5,14,1,0.125089035389465,7,14,11.7203871786732
2,2,110,5,23,14,23,14,5,0,0.195924866287896,7,14,11.7203871786732
2,1,200,7,14,7,28,14,28,1,0.266673382888257,7,16.3333333333333,14
1,1,110,14,7,28,14,7,28,0,0.193359105620402,7,16.3333333333333,14
1,1,230,28,28,14,7,14,7,1,0.116146575417588,7,16.3333333333333,14
1,1,80,28,14,7,7,28,14,0,0.14894692845337,7,16.3333333333333,14
1,1,50,28,14,14,28,7,7,0,0.115799273080484,7,16.3333333333333,14
2,1,110,7,28,28,14,7,14,0,0.270566331400914,7,16.3333333333333,14
1,1,140,14,28,7,7,14,28,1,0.091370442405605,7,16.3333333333333,14
2,3,170,17,17,11,14,14,11,1,0.509214625519235,7,14,13.7823480810476
1,3,80,14,17,17,11,11,14,0,0.187923905265052,7,14,13.7823480810476
1,1,170,14,28,14,28,7,7,1,0.12984971343576,7,16.3333333333333,14
1,2,170,5,14,23,14,23,5,1,0.119468785564095,7,14,11.7203871786732
2,2,200,14,23,23,5,5,14,1,0.168263718665912,7,14,11.7203871786732
1,2,80,23,14,14,5,5,23,0,0.132365508792645,7,14,11.7203871786732
1,3,80,14,17,11,14,11,17,0,0.0581006876163883,7,14,13.7823480810476
1,1,80,28,14,14,7,28,7,0,0.114829579124489,7,16.3333333333333,14
2,1,80,28,7,14,7,14,28,1,0.101665266485725,7,16.3333333333333,14
2,3,50,14,17,11,14,17,11,0,0.0785300903935422,7,14,13.7823480810476
1,1,230,28,14,7,14,7,28,1,0.127332038413442,7,16.3333333333333,14
1,2,140,5,23,14,23,14,5,0,0.116161804480726,7,14,11.7203871786732
1,3,200,17,17,11,11,14,14,1,0.171386067566345,7,14,13.7823480810476
2,3,80,11,17,17,14,14,11,0,0.107849397652899,7,14,13.7823480810476
2,3,110,11,11,14,14,17,17,1,0.168733191845604,7,14,13.7823480810476
1,1,140,14,14,7,28,28,7,0,0.215535922148774,7,16.3333333333333,14
2,1,230,28,7,14,7,28,14,1,0.200202499958323,7,16.3333333333333,14
2,3,80,17,14,11,17,11,14,0,0.0809887175546464,7,14,13.7823480810476
2,3,50,14,17,14,11,11,17,0,0.105876002802688,7,14,13.7823480810476
2,1,50,28,14,14,7,28,7,0,0.18873465832803,7,16.3333333333333,14
2,2,170,14,23,5,5,23,14,1,0.209568012849559,7,14,11.7203871786732
2,1,230,7,14,7,28,14,28,1,0.204321061159135,7,16.3333333333333,14
1,2,110,14,5,5,23,14,23,0,0.167131647784117,7,14,11.7203871786732
1,3,140,14,11,11,14,17,17,1,0.163987739102595,7,14,13.7823480810476
1,3,230,14,17,17,11,11,14,1,0.170125698125048,7,14,13.7823480810476
1,2,50,23,23,5,14,14,5,0,0.143624271286171,7,14,11.7203871786732
1,2,110,5,14,14,23,5,23,0,0.376412364792486,7,14,11.7203871786732
2,1,200,28,7,7,14,28,14,1,0.261161277832798,7,16.3333333333333,14
1,3,140,14,11,14,17,11,17,0,0.181954808016599,7,14,13.7823480810476
1,2,230,23,23,5,14,14,5,1,0.206638795987601,7,14,11.7203871786732
1,3,110,14,17,14,17,11,11,0,0.167519201313553,7,14,13.7823480810476
1,1,80,14,7,28,28,7,14,0,0.144315161736813,7,16.3333333333333,14
1,3,140,14,11,11,17,14,17,1,0.0791101519116637,7,14,13.7823480810476
2,1,170,28,14,14,7,7,28,1,0.117953458075135,7,16.3333333333333,14
2,3,230,17,14,17,14,11,11,1,0.110791610533852,7,14,13.7823480810476
1,2,50,5,14,14,23,5,23,0,0.115660305531492,7,14,11.7203871786732
1,1,200,28,14,28,14,7,7,1,0.134333678166513,7,16.3333333333333,14
2,2,80,14,14,23,5,5,23,0,0.215303426120954,7,14,11.7203871786732
2,3,230,14,11,17,11,14,17,1,0.216115671639272,7,14,13.7823480810476
1,2,170,14,23,23,5,5,14,1,0.0229791261263017,7,14,11.7203871786732
2,3,140,17,14,11,14,17,11,1,0.277820406690807,7,14,13.7823480810476
2,2,80,5,23,14,5,14,23,0,0.164668870320384,7,14,11.7203871786732
2,2,50,5,14,23,23,5,14,0,0.100805581929308,7,14,11.7203871786732
1,1,230,14,7,7,28,14,28,1,0.253576178123694,7,16.3333333333333,14
2,1,170,14,14,7,28,7,28,1,0.176357418704356,7,16.3333333333333,14
1,3,140,11,17,14,17,14,11,0,0.167170365168204,7,14,13.7823480810476
2,2,230,14,5,14,23,23,5,1,0.151956388304825,7,14,11.7203871786732
2,2,80,23,14,14,5,5,23,0,0.126789615351299,7,14,11.7203871786732
1,3,50,11,17,14,11,14,17,0,0.115695210950435,7,14,13.7823480810476
1,3,80,14,14,17,17,11,11,0,0.156658717723985,7,14,13.7823480810476
2,2,80,23,5,14,5,14,23,0,0.10344734881437,7,14,11.7203871786732
1,3,200,11,17,14,17,14,11,1,0.198282754567117,7,14,13.7823480810476
2,1,230,28,7,14,7,14,28,1,0.13106237316606,7,16.3333333333333,14
1,3,50,17,11,17,11,14,14,0,0.113879700618781,7,14,13.7823480810476
2,1,140,28,7,7,14,14,28,1,0.118710166949313,7,16.3333333333333,14
1,1,170,14,7,28,7,28,14,1,0.141513593069249,7,16.3333333333333,14
2,1,140,7,28,7,14,14,28,0,0.902330276310749,7,16.3333333333333,14
2,1,200,14,7,14,7,28,28,1,0.616786636932375,7,16.3333333333333,14
2,1,230,28,28,14,7,14,7,1,0.0793004682091123,7,16.3333333333333,14
1,3,170,17,14,11,14,11,17,1,0.178168504296991,7,14,13.7823480810476
2,3,50,11,14,11,17,14,17,0,0.103047434595283,7,14,13.7823480810476
2,1,200,14,28,14,7,28,7,1,0.133777413235293,7,16.3333333333333,14
1,1,170,28,7,14,28,14,7,0,0.142603382717425,7,16.3333333333333,14
2,3,230,14,17,17,11,14,11,1,0.0594400707432214,7,14,13.7823480810476
2,2,230,5,23,14,5,14,23,1,0.122245166692664,7,14,11.7203871786732
2,1,230,7,28,14,7,14,28,1,0.0370606448959734,7,16.3333333333333,14
1,3,200,14,11,17,11,17,14,0,0.201873095469637,7,14,13.7823480810476
2,1,50,28,7,7,14,14,28,0,0.140635171990652,7,16.3333333333333,14
2,1,140,7,28,7,14,14,28,0,0.311399588523273,7,16.3333333333333,14
1,3,170,17,11,14,11,14,17,0,0.216180320911008,7,14,13.7823480810476
2,1,140,28,14,7,7,28,14,0,0.282876075938475,7,16.3333333333333,14
1,1,230,7,28,28,14,7,14,1,0.047490763658061,7,16.3333333333333,14
1,2,50,23,23,14,5,14,5,0,0.0503807330696873,7,14,11.7203871786732
2,3,170,17,14,14,17,11,11,1,0.111191945798055,7,14,13.7823480810476
2,2,110,23,14,5,23,14,5,0,0.0680847237745184,7,14,11.7203871786732
2,3,110,17,11,17,11,14,14,0,0.000144365954838577,7,14,13.7823480810476
2,2,200,14,5,14,5,23,23,1,0.129788304710019,7,14,11.7203871786732
1,2,230,14,5,23,5,23,14,1,0.342534105364393,7,14,11.7203871786732
2,1,200,7,14,28,7,14,28,1,0.0852433365798788,7,16.3333333333333,14
2,3,230,11,14,11,14,17,17,1,0.144052459459999,7,14,13.7823480810476
2,1,170,7,28,14,28,14,7,1,0.140747579844174,7,16.3333333333333,14
2,2,230,14,5,5,23,23,14,1,0.137574934808072,7,14,11.7203871786732
1,3,50,17,14,11,14,11,17,0,0.154451465969032,7,14,13.7823480810476
2,1,170,14,14,7,28,28,7,1,0.0992468754793663,7,16.3333333333333,14
2,1,200,28,14,28,14,7,7,1,0.0612166794835503,7,16.3333333333333,14
1,3,140,14,17,11,17,14,11,0,0.144101330804915,7,14,13.7823480810476
1,2,50,5,23,14,14,23,5,0,0.000921097042009933,7,14,11.7203871786732
1,3,80,17,17,11,14,11,14,0,0.0259050084587216,7,14,13.7823480810476
1,1,50,7,7,14,14,28,28,0,0.0388819483614498,7,16.3333333333333,14
2,3,50,17,11,17,14,14,11,0,0.0136505148584547,7,14,13.7823480810476
2,1,200,14,28,14,7,28,7,1,0.0723808270522568,7,16.3333333333333,14
1,3,170,14,11,14,17,11,17,0,0.141332494660674,7,14,13.7823480810476
2,2,140,14,5,5,23,14,23,0,0.122196035952584,7,14,11.7203871786732
2,1,230,28,7,7,28,14,14,1,0.042963010202584,7,16.3333333333333,14
1,1,170,7,14,28,7,28,14,0,0.151554838776065,7,16.3333333333333,14
2,3,50,11,14,17,14,11,17,0,0.062670771176272,7,14,13.7823480810476
1,3,200,14,14,17,11,11,17,1,0.201449771877378,7,14,13.7823480810476
1,3,170,14,17,17,11,11,14,1,0.0962249308795435,7,14,13.7823480810476
2,2,230,14,5,5,14,23,23,1,0.101100058100201,7,14,11.7203871786732
1,3,50,14,17,11,14,11,17,0,0.094065941457302,7,14,13.7823480810476
1,1,140,7,28,14,7,28,14,0,0.164811747577915,7,16.3333333333333,14
2,1,110,7,28,14,28,14,7,1,0.175548387416711,7,16.3333333333333,14
1,1,230,14,28,28,7,7,14,1,0.1962611387371,7,16.3333333333333,14
2,1,230,28,14,7,14,28,7,1,0.169041836947144,7,16.3333333333333,14
2,1,140,14,7,7,28,28,14,0,0.125776523642344,7,16.3333333333333,14
2,2,50,5,5,23,14,14,23,0,0.112689367577332,7,14,11.7203871786732
1,3,110,14,17,11,11,14,17,0,0.0835242343782738,7,14,13.7823480810476
1,2,140,14,14,23,5,23,5,0,0.0283978869119892,7,14,11.7203871786732
2,3,230,11,14,11,17,14,17,1,0.207179546145198,7,14,13.7823480810476
2,3,50,11,14,17,11,14,17,0,0.0340817935448285,7,14,13.7823480810476
2,1,80,14,14,7,28,7,28,0,0.0629701307225332,7,16.3333333333333,14
1,1,200,7,14,28,28,7,14,1,0.105789910288877,7,16.3333333333333,14
2,2,230,5,14,14,5,23,23,1,0.164599213616384,7,14,11.7203871786732
1,1,50,14,14,28,28,7,7,0,0.0934722937072365,7,16.3333333333333,14
1,2,230,23,5,14,14,23,5,1,0.000145102783790207,7,14,11.7203871786732
2,2,140,14,5,5,14,23,23,0,0.123171835068206,7,14,11.7203871786732
2,3,200,17,14,14,11,17,11,0,0.166716042103872,7,14,13.7823480810476
2,2,170,23,23,5,14,14,5,0,0.120800939492256,7,14,11.7203871786732
2,1,200,14,28,28,7,14,7,1,0.0934822033104865,7,16.3333333333333,14
1,1,170,14,28,7,14,7,28,0,0.106307153329908,7,16.3333333333333,14
2,2,140,5,23,14,5,23,14,1,0.105086155397657,7,14,11.7203871786732
1,2,50,14,5,23,23,5,14,0,0.0859159754618304,7,14,11.7203871786732
1,3,230,14,17,11,17,11,14,1,0.130740273405536,7,14,13.7823480810476
2,3,50,17,11,11,14,17,14,0,0.0756357263198879,7,14,13.7823480810476
1,2,50,14,5,23,14,5,23,0,0.0565623154088826,7,14,11.7203871786732
1,2,230,23,5,14,23,5,14,1,0.189330520326621,7,14,11.7203871786732
1,1,170,7,14,28,7,28,14,1,0.145403316075317,7,16.3333333333333,14
2,3,170,11,17,11,17,14,14,1,0.178241570718455,7,14,13.7823480810476
2,3,80,17,14,14,11,11,17,0,0.0330204282217892,7,14,13.7823480810476
1,1,230,14,7,7,28,14,28,1,0.159816208883058,7,16.3333333333333,14
2,2,170,23,23,5,14,14,5,0,0.018661199912458,7,14,11.7203871786732
1,2,170,23,14,5,14,23,5,1,0.0995043410057406,7,14,11.7203871786732
2,2,110,14,5,5,23,23,14,0,0.160386785599258,7,14,11.7203871786732
1,3,170,11,11,14,14,17,17,1,0.131112191862485,7,14,13.7823480810476
2,3,80,14,17,17,14,11,11,0,0.054004757608709,7,14,13.7823480810476
2,2,200,5,5,23,14,14,23,1,0.100730752379604,7,14,11.7203871786732
1,3,140,14,17,17,11,11,14,0,0.101581572425857,7,14,13.7823480810476
1,3,110,11,14,11,17,17,14,0,0.0964260515029309,7,14,13.7823480810476
2,3,170,17,17,11,11,14,14,1,0.113218975067866,7,14,13.7823480810476
2,3,80,11,14,14,17,11,17,1,0.388070842262096,7,14,13.7823480810476
1,2,110,23,14,23,14,5,5,0,0.334797869141767,7,14,11.7203871786732
2,1,110,14,28,14,7,28,7,1,0.159491184362196,7,16.3333333333333,14
1,3,230,14,17,11,17,11,14,1,0.0782585236065643,7,14,13.7823480810476
2,2,140,23,14,14,23,5,5,0,0.0546895241022867,7,14,11.7203871786732
1,2,230,5,23,5,14,23,14,0,0.000135369866256951,7,14,11.7203871786732
1,1,50,7,28,28,14,14,7,0,0.000137851027830038,7,16.3333333333333,14
1,1,170,14,28,14,7,28,7,1,0.231748069923924,7,16.3333333333333,14
1,2,140,14,5,5,14,23,23,0,0.142519203704069,7,14,11.7203871786732
2,2,200,23,23,5,5,14,14,1,0.181334660719585,7,14,11.7203871786732
2,1,50,28,28,7,7,14,14,0,0.10618307650293,7,16.3333333333333,14
2,2,140,14,23,5,14,5,23,1,0.0970311652235978,7,14,11.7203871786732
1,2,50,5,23,14,5,23,14,0,0.0279407180332782,7,14,11.7203871786732
2,1,140,7,28,14,7,14,28,1,0.0988147249718168,7,16.3333333333333,14
1,1,140,14,28,28,7,14,7,1,0.143572516533823,7,16.3333333333333,14
2,3,110,17,11,14,11,14,17,0,0.134486480066698,7,14,13.7823480810476
2,2,140,5,23,14,14,23,5,1,0.227349686438174,7,14,11.7203871786732
1,2,140,5,14,23,5,23,14,0,0.678181426153969,7,14,11.7203871786732
1,3,200,11,11,17,14,14,17,1,0.11485855983301,7,14,13.7823480810476
2,1,140,28,7,14,14,28,7,1,0.217573488833295,7,16.3333333333333,14
2,1,80,28,14,7,14,28,7,0,0.00837757488807256,7,16.3333333333333,14
2,3,200,17,17,11,11,14,14,1,0.0692399935051071,7,14,13.7823480810476
2,3,170,17,11,14,17,11,14,1,0.0620900818503287,7,14,13.7823480810476
2,1,230,14,7,14,28,28,7,1,0.128789795457124,7,16.3333333333333,14
2,2,140,14,5,5,23,14,23,1,0.0837056072177802,7,14,11.7203871786732
1,2,110,14,23,5,5,23,14,0,0.0553348777375504,7,14,11.7203871786732
1,2,140,23,14,23,14,5,5,0,0.00144890381125151,7,14,11.7203871786732
2,3,200,17,17,11,11,14,14,1,0.102320999641961,7,14,13.7823480810476
2,2,140,5,5,23,23,14,14,0,0.103133910561155,7,14,11.7203871786732
2,3,200,11,17,11,17,14,14,1,0.112975407802878,7,14,13.7823480810476
2,2,110,5,14,23,14,23,5,0,0.223816028776127,7,14,11.7203871786732
1,2,140,14,14,23,5,5,23,1,0.218653421505223,7,14,11.7203871786732
2,2,200,5,14,23,5,14,23,1,0.107389033339132,7,14,11.7203871786732
2,1,110,14,28,28,7,7,14,0,0.0861869182008377,7,16.3333333333333,14
2,1,170,7,7,14,28,14,28,1,0.0549682937744365,7,16.3333333333333,14
2,2,140,23,14,5,23,5,14,0,0.311845419251767,7,14,11.7203871786732
1,1,80,14,28,14,28,7,7,0,0.0684949423284706,7,16.3333333333333,14
2,3,140,11,17,11,17,14,14,1,0.16337589617433,7,14,13.7823480810476
2,1,140,28,14,7,14,28,7,1,0.100157029100956,7,16.3333333333333,14
2,3,80,17,14,17,11,14,11,0,0.101030818681465,7,14,13.7823480810476
1,2,80,14,14,5,23,5,23,0,0.0999369426372141,7,14,11.7203871786732
1,2,80,14,23,5,5,23,14,0,0.0888144560067303,7,14,11.7203871786732
1,2,230,5,5,14,14,23,23,1,0.163591148135311,7,14,11.7203871786732
2,2,230,5,14,5,14,23,23,1,0.190476433075673,7,14,11.7203871786732
1,3,50,14,11,11,17,14,17,0,0.103321911108651,7,14,13.7823480810476
2,1,50,7,14,28,7,14,28,0,0.124190392849414,7,16.3333333333333,14
2,3,170,14,17,14,11,11,17,1,0.0930278877658566,7,14,13.7823480810476
2,3,140,14,17,11,14,17,11,0,0.523857367783421,7,14,13.7823480810476
1,1,140,28,14,7,7,28,14,0,0.30042702038736,7,16.3333333333333,14
1,3,50,17,14,11,17,14,11,0,0.0332334772137983,7,14,13.7823480810476
1,1,110,14,7,14,28,28,7,0,0.0361625549794553,7,16.3333333333333,14
2,2,80,5,14,14,5,23,23,0,0.000174925582541618,7,14,11.7203871786732
2,1,170,7,14,28,7,14,28,1,0.0958493245161662,7,16.3333333333333,14
2,3,200,14,11,17,11,17,14,1,0.0806677869477426,7,14,13.7823480810476
2,3,140,17,17,11,11,14,14,1,0.275520344492179,7,14,13.7823480810476
1,3,170,17,11,14,14,11,17,1,0.142305342697,7,14,13.7823480810476
1,3,80,14,17,17,11,14,11,0,0.00311432648231857,7,14,13.7823480810476
2,3,110,14,14,17,11,17,11,0,0.616002315749938,7,14,13.7823480810476
1,1,50,28,28,14,7,7,14,0,0.000132140597997932,7,16.3333333333333,14
1,2,200,5,14,14,23,5,23,1,0.075492285162909,7,14,11.7203871786732
1,1,80,14,14,28,28,7,7,0,0.162307380598577,7,16.3333333333333,14
2,2,50,23,14,23,5,14,5,0,0.0691541227952257,7,14,11.7203871786732
1,2,200,14,23,14,5,5,23,1,0.133987484834506,7,14,11.7203871786732
2,2,110,14,5,23,23,14,5,1,0.238764919944515,7,14,11.7203871786732
2,3,140,17,17,14,14,11,11,0,0.131581958272363,7,14,13.7823480810476
1,2,110,14,23,5,14,5,23,0,0.156402466463987,7,14,11.7203871786732
2,2,230,14,23,23,14,5,5,1,0.337163877582498,7,14,11.7203871786732
1,3,200,11,14,17,17,11,14,0,0.373932681603037,7,14,13.7823480810476
1,3,80,14,14,11,17,11,17,0,0.0506419428911613,7,14,13.7823480810476
2,2,50,23,5,14,23,14,5,0,0.131472956374637,7,14,11.7203871786732
2,1,230,7,14,28,14,7,28,1,0.164258471317225,7,16.3333333333333,14
2,1,110,28,14,14,7,28,7,0,0.0963309140315687,7,16.3333333333333,14
1,3,110,14,17,17,14,11,11,0,0.223178393054695,7,14,13.7823480810476
2,1,230,28,14,28,14,7,7,1,0.185901958611794,7,16.3333333333333,14
1,2,80,14,23,23,5,14,5,0,0.172654316569606,7,14,11.7203871786732
1,3,50,14,17,17,14,11,11,0,0.105534549991717,7,14,13.7823480810476
2,1,170,28,14,28,7,7,14,1,0.112308547017165,7,16.3333333333333,14
2,1,80,28,14,7,28,14,7,0,0.161080292544284,7,16.3333333333333,14
2,3,80,17,11,14,17,11,14,0,0.105993542147189,7,14,13.7823480810476
2,3,200,17,11,14,14,11,17,1,0.14485145708386,7,14,13.7823480810476
1,1,200,14,14,28,28,7,7,1,0.181640287077244,7,16.3333333333333,14
2,2,110,5,5,14,14,23,23,1,0.226470626270384,7,14,11.7203871786732
1,2,170,5,23,5,14,23,14,0,0.0293884376551432,7,14,11.7203871786732
2,3,110,14,14,11,11,17,17,0,0.0702185933259898,7,14,13.7823480810476
1,2,140,5,14,23,14,23,5,0,0.0351494369533611,7,14,11.7203871786732
2,2,50,14,23,5,5,23,14,0,0.0259939806219336,7,14,11.7203871786732
2,2,50,5,14,14,23,23,5,0,0.000137505168822827,7,14,11.7203871786732
1,1,50,7,28,7,28,14,14,0,0.0118727933568152,7,16.3333333333333,14
1,3,230,14,17,11,17,11,14,1,0.172672380171207,7,14,13.7823480810476
1,1,50,14,14,28,7,7,28,0,0.0715229996076232,7,16.3333333333333,14
2,3,110,14,11,14,17,17,11,0,0.326391433844037,7,14,13.7823480810476
1,1,140,28,7,28,7,14,14,0,0.143119516755178,7,16.3333333333333,14
1,3,200,11,17,14,11,17,14,1,0.0819289232931624,7,14,13.7823480810476
2,1,110,7,7,28,14,28,14,0,0.154788072999509,7,16.3333333333333,14
1,2,80,23,5,23,14,14,5,0,0.0795773920472129,7,14,11.7203871786732
2,1,110,7,14,14,28,7,28,1,0.122394043846725,7,16.3333333333333,14
2,1,170,28,14,14,28,7,7,1,0.205128366911595,7,16.3333333333333,14
1,1,200,7,28,14,14,28,7,1,0.101837842483292,7,16.3333333333333,14
2,2,50,5,14,5,23,23,14,0,0.0707488587013358,7,14,11.7203871786732
1,1,80,28,14,7,28,7,14,0,0.0435093542491813,7,16.3333333333333,14
2,3,230,14,17,11,17,14,11,1,0.282404542642325,7,14,13.7823480810476
2,2,170,23,23,5,14,14,5,0,0.231287859744043,7,14,11.7203871786732
1,1,110,7,7,14,14,28,28,0,0.0220850737332512,7,16.3333333333333,14
2,2,80,23,14,14,23,5,5,0,0.104994690795138,7,14,11.7203871786732
