1,2,3,3,0,0.54228,12,1
1,1,3,5,1,0.40351,12,1
2,1,3,7,1,0.53091,12,1
1,1,3,5,1,0.40001,12,1
1,1,3,6,1,0.33729,12,1
2,2,3,3,0,0.42426,12,1
2,1,3,2,0,0.7639,12,1
2,2,3,3,0,0.44097,12,1
1,1,3,1,0,0.43237,12,1
2,1,3,3,0,0.35739,12,1
2,2,3,7,1,0.28205,12,1
1,1,3,1,0,0.31438,12,1
1,1,3,3,0,0.22822,12,1
1,2,3,4,1,0.50991,12,1
1,2,3,5,1,0.35027,12,1
1,2,3,2,0,0.33271,12,1
2,1,3,3,0,0.40077,12,1
2,2,3,5,1,0.28909,12,1
1,2,3,2,0,0.41371,12,1
1,1,3,3,0,0.47149,12,1
2,2,3,4,0,0.79412,12,1
1,2,3,6,0,1.1818,12,1
2,1,3,6,1,0.34485,12,1
1,1,3,5,1,0.37118,12,1
1,2,3,4,1,0.32817,12,1
1,1,3,7,1,0.28336,12,1
2,1,3,1,0,0.25869,12,1
1,2,3,7,1,0.57947,12,1
2,1,3,4,0,0.63449,12,1
1,2,3,6,1,0.3482,12,1
2,2,3,1,0,0.56176,12,1
1,2,3,3,1,0.44567,12,1
1,1,3,7,0,0.61412,12,1
1,2,3,6,1,0.32874,12,1
2,2,3,7,1,0.42448,12,1
1,2,3,5,1,0.28902,12,1
2,1,3,6,1,0.54431,12,1
1,2,3,7,1,0.49417,12,1
1,1,3,4,0,0.50009,12,1
1,1,3,3,0,0.72582,12,1
2,2,3,4,0,0.87998,12,1
2,2,3,4,0,1.3194,12,1
2,1,3,5,1,0.28765,12,1
1,2,3,6,1,0.3533,12,1
2,2,3,2,0,0.43278,12,1
2,1,3,4,0,0.39369,12,1
1,1,3,2,0,0.45188,12,1
1,1,3,6,1,0.3327,12,1
2,2,3,3,0,0.37783,12,1
2,1,3,7,1,0.48539,12,1
1,1,3,4,0,0.55639,12,1
1,1,3,5,1,0.33922,12,1
2,2,3,6,0,0.36778,12,1
2,2,3,2,0,0.34371,12,1
1,1,3,4,0,0.53091,12,1
1,1,3,6,1,0.8079,12,1
1,2,3,1,0,0.38567,12,1
1,2,3,4,0,0.46699,12,1
1,2,3,7,0,0.33079,12,1
2,1,3,7,1,0.23749,12,1
1,1,3,5,0,0.26009,12,1
2,1,3,5,0,0.27128,12,1
2,2,3,2,0,0.48432,12,1
1,1,3,3,0,0.28088,12,1
1,2,3,1,0,0.41017,12,1
2,2,3,4,1,0.24893,12,1
2,2,3,6,0,0.2332,12,1
2,1,3,3,0,0.42138,12,1
2,1,3,6,0,0.26813,12,1
1,1,3,1,0,0.28836,12,1
1,1,3,1,0,0.32067,12,1
2,2,3,5,1,0.56282,12,1
2,2,3,1,0,0.37651,12,1
1,2,3,4,0,0.31653,12,1
1,2,3,2,0,0.88064,12,1
2,1,3,6,1,0.32749,12,1
2,1,3,6,1,0.81025,12,1
1,1,3,3,0,0.29202,12,1
1,2,3,5,0,0.26455,12,1
1,1,3,2,0,0.29749,12,1
2,2,3,4,0,0.77588,12,1
1,1,3,4,0,0.37867,12,1
1,2,3,2,0,0.81756,12,1
2,2,3,2,1,0.69454,12,1
2,2,3,6,1,0.47932,12,1
2,1,3,7,1,0.2609,12,1
2,1,3,1,0,0.38835,12,1
1,2,3,7,1,0.65599,12,1
2,1,3,2,0,0.29303,12,1
2,2,3,3,0,0.95506,12,1
2,1,3,1,0,0.32241,12,1
1,1,3,1,0,0.28853,12,1
2,2,3,2,0,0.26941,12,1
2,2,3,1,0,0.23683,12,1
2,2,3,6,1,1.1434,12,1
1,1,3,7,1,0.2694,12,1
2,1,3,1,0,0.45304,12,1
2,2,3,1,0,0.30043,12,1
2,2,3,2,0,0.20481,12,1
2,1,3,5,1,0.62489,12,1
1,1,3,6,1,0.3895,12,1
1,1,3,3,0,0.86758,12,1
2,2,3,1,0,0.31063,12,1
2,2,3,6,1,0.22061,12,1
1,1,3,4,0,0.11474,12,1
2,2,3,2,0,0.27977,12,1
1,1,3,5,1,0.28524,12,1
2,2,3,1,0,0.31572,12,1
1,2,3,2,0,0.30667,12,1
1,1,3,2,0,0.30972,12,1
1,1,3,2,0,0.20799,12,1
2,1,3,3,0,0.67049,12,1
1,1,3,3,0,0.3283,12,1
2,1,3,3,0,0.3268,12,1
2,1,3,1,0,0.23542,12,1
1,1,3,2,0,0.093129,12,1
2,1,3,7,1,0.25818,12,1
1,1,3,2,0,0.37719,12,1
2,1,3,6,1,0.20345,12,1
1,1,3,7,1,0.20477,12,1
1,2,3,2,0,0.40038,12,1
2,2,3,4,1,0.78233,12,1
2,1,3,2,0,0.27307,12,1
1,2,3,5,1,0.21414,12,1
2,1,3,7,1,0.19803,12,1
1,2,3,3,0,0.37394,12,1
2,2,3,6,1,0.27067,12,1
1,1,3,6,1,0.49616,12,1
2,2,3,5,1,0.29359,12,1
2,2,3,7,1,0.32317,12,1
1,1,3,5,1,0.30001,12,1
1,2,3,1,0,0.24301,12,1
1,1,3,1,0,0.01847,12,1
2,1,3,3,0,1.1426,12,1
1,2,3,7,1,0.23978,12,1
2,1,3,1,0,0.31774,12,1
1,2,3,7,1,0.19756,12,1
2,2,3,3,0,0.50613,12,1
2,2,3,4,0,0.56481,12,1
1,2,3,1,0,0.30636,12,1
2,2,3,7,1,0.28674,12,1
2,1,3,2,0,0.25797,12,1
2,1,3,5,1,0.25173,12,1
2,2,3,6,1,0.23329,12,1
2,1,3,5,1,0.26193,12,1
2,1,3,4,0,0.41714,12,1
1,2,3,7,1,0.22813,12,1
2,2,3,5,1,0.2968,12,1
1,1,3,6,1,0.40332,12,1
1,2,3,5,1,0.31375,12,1
1,2,3,6,1,0.29919,12,1
1,1,3,7,1,0.19453,12,1
2,2,3,4,1,0.28152,12,1
2,1,3,4,0,0.38069,12,1
2,1,3,3,0,0.40272,12,1
2,1,3,4,1,0.58133,12,1
1,2,3,4,0,0.75669,12,1
1,1,3,3,0,0.31517,12,1
1,2,3,2,0,0.50853,12,1
2,1,3,2,0,0.28802,12,1
2,2,3,7,1,0.26302,12,1
1,1,3,4,0,0.17495,12,1
1,2,3,2,0,0.44317,12,1
1,1,3,5,0,0.39258,12,1
1,1,3,7,1,0.29552,12,1
1,1,3,6,0,0.16943,12,1
2,2,3,5,0,0.67644,12,1
2,1,3,5,1,0.16708,12,1
