motion,mIntv,position,soa,lenSeq,mi,resp,rt,lastIntv,sub
1,2,3,200,0,11,1,0.363230591621686,6,5
1,2,3,230,1,11,1,0.27596786977665,20,5
1,1,3,50,1,4,1,0.57904164208594,20,5
2,1,3,80,0,4,1,0.25385485589868,20,5
2,1,3,200,2,4,1,0.0528755142622686,13,5
2,3,3,230,1,18,1,0.344192591324827,20,5
2,1,3,170,1,4,1,0.383143782190018,20,5
1,1,3,200,1,4,1,0.358134707777936,20,5
2,2,3,80,2,11,0,0.360878360101196,13,5
2,3,3,110,1,18,1,0.447218467343191,20,5
1,2,3,140,0,11,1,0.478039275400079,20,5
1,3,3,200,1,18,1,0.377246880245366,13,5
2,2,3,200,0,11,1,0.397944810887566,20,5
2,3,3,200,1,18,1,0.550555524379888,20,5
1,3,3,170,0,18,1,0.379777391892276,6,5
2,2,3,110,1,11,0,0.68459898463334,20,5
2,1,3,50,0,4,0,0.287477127712918,20,5
2,1,3,80,1,4,0,0.202542848161102,13,5
2,2,3,50,1,11,0,0.265322039074817,6,5
2,1,3,80,2,4,0,0.112348844337248,20,5
1,1,3,140,0,4,0,0.207442406946939,6,5
1,2,3,110,1,11,1,0.29024500910964,20,5
1,3,3,50,2,18,1,0.280837676986266,13,5
2,3,3,170,1,18,1,0.307500238210196,6,5
1,3,3,50,1,18,1,0.360142224792071,20,5
2,1,3,230,1,4,1,0.521460773812578,13,5
1,1,3,80,1,4,0,0.191319974503131,20,5
2,2,3,170,1,11,1,0.288690916018822,6,5
2,3,3,140,0,18,1,0.457427941615606,13,5
2,1,3,170,2,4,1,0.288240386802499,13,5
1,2,3,110,0,11,1,0.263168576195312,13,5
1,2,3,200,0,11,1,0.0900188514788169,6,5
2,1,3,50,2,4,0,0.257035883430945,6,5
2,3,3,110,2,18,0,0.113403216986626,6,5
1,1,3,80,1,4,0,0.0633492001106788,6,5
2,1,3,80,1,4,0,0.0824049633811228,6,5
2,2,3,140,0,11,1,0.263105535486829,13,5
2,2,3,200,0,11,0,0.175257289571164,13,5
1,2,3,50,1,11,1,0.886116726756882,13,5
2,2,3,110,2,11,1,0.87659215524036,13,5
1,2,3,80,2,11,0,0.105106711824192,6,5
2,2,3,230,1,11,1,0.358860689055291,20,5
2,2,3,140,1,11,1,0.345668756643136,6,5
2,1,3,200,1,4,1,0.388621109486849,20,5
2,3,3,140,1,18,1,0.74913233049665,20,5
1,3,3,230,1,18,1,0.901089110844623,13,5
1,2,3,230,1,11,1,0.347552797476965,6,5
2,3,3,110,0,18,0,0.266270991753117,13,5
1,2,3,200,0,11,1,0.324168999632093,6,5
1,3,3,110,1,18,1,0.458851344312279,20,5
1,3,3,140,0,18,1,0.269439335206698,20,5
1,2,3,110,2,11,1,0.0562580359764979,13,5
2,3,3,140,2,18,1,0.262851887713623,13,5
2,1,3,170,2,4,1,0.351826268699369,13,5
1,3,3,50,2,18,1,0.344367950430751,20,5
2,1,3,50,2,4,1,0.34935359856172,13,5
2,1,3,230,1,4,1,1.01026871323847,6,5
1,3,3,170,1,18,1,0.000126769376947777,13,5
2,2,3,140,0,11,1,0.962213758575672,6,5
1,2,3,140,0,11,1,0.291377768171515,20,5
2,2,3,200,2,11,1,0.310069997573009,20,5
1,2,3,50,1,11,0,0.317920920839242,13,5
2,3,3,200,1,18,1,0.286481837163592,6,5
2,3,3,80,0,18,1,1.65514027436438,6,5
2,2,3,50,1,11,0,0.593424197631975,13,5
2,3,3,200,1,18,1,0.611863301812264,20,5
2,2,3,170,1,11,1,0.496552378819615,13,5
2,2,3,110,1,11,1,0.179281902441289,13,5
2,3,3,230,1,18,1,0.365134831496107,13,5
2,1,3,80,1,4,1,0.368096695863642,6,5
1,3,3,50,0,18,0,0.246790353143297,6,5
2,1,3,230,1,4,1,0.153798152445233,13,5
2,3,3,170,0,18,1,0.618482982063142,13,5
1,1,3,50,2,4,0,0.303339322221291,6,5
2,1,3,110,2,4,1,0.584385775266128,13,5
2,1,3,50,0,4,0,0.14295077494171,20,5
1,3,3,110,0,18,1,0.145747374088387,20,5
1,3,3,80,1,18,0,0.0793572841030254,13,5
2,1,3,80,1,4,0,0.207392148065992,20,5
1,2,3,140,1,11,1,0.248257330582419,13,5
2,3,3,230,2,18,1,0.222756697297882,13,5
2,1,3,110,2,4,0,0.262794008605852,6,5
1,1,3,200,1,4,1,0.412426602259075,6,5
2,3,3,110,1,18,1,0.288962221507973,13,5
2,2,3,140,2,11,1,0.0137012993727694,20,5
2,2,3,140,2,11,1,0.366594684946904,13,5
2,1,3,50,1,4,0,0.183116607484408,6,5
1,1,3,170,1,4,1,0.260209110296273,20,5
2,2,3,200,1,11,1,0.369030362984631,6,5
1,3,3,80,1,18,1,0.323640933620482,13,5
2,3,3,170,2,18,1,0.262133395077399,20,5
1,1,3,170,1,4,1,0.313200153450452,13,5
2,2,3,230,1,11,1,0.427866902595269,20,5
2,2,3,200,1,11,1,0.340592959058995,6,5
2,1,3,170,0,4,1,0.0836059924222354,13,5
2,3,3,230,1,18,1,0.502239696448669,20,5
2,2,3,170,0,11,1,0.378978933917097,20,5
2,3,3,110,0,18,1,0.165768101145659,20,5
2,3,3,80,1,18,1,0.346476831062319,6,5
1,2,3,80,1,11,0,0.350495297381713,13,5
1,1,3,200,2,4,1,0.203331712255022,13,5
2,3,3,80,1,18,1,0.280020726720977,6,5
1,2,3,200,2,11,1,0.332677164282359,13,5
2,1,3,200,1,4,1,0.289662627859798,13,5
1,2,3,230,0,11,1,0.356439661245531,6,5
1,2,3,170,1,11,1,0.304991158671328,6,5
2,3,3,50,0,18,0,0.370746044638508,6,5
2,1,3,140,1,4,1,0.287707542644057,6,5
2,2,3,110,2,11,0,0.184435229301016,20,5
2,1,3,50,2,4,0,1.41002647922141,6,5
1,3,3,80,1,18,0,0.662960225286952,20,5
2,3,3,170,1,18,0,0.574221522336302,13,5
1,1,3,110,1,4,0,0.235120668276068,6,5
2,1,3,50,2,4,0,0.0221548217195959,20,5
2,1,3,140,2,4,0,0.0272468710172689,6,5
2,1,3,110,2,4,0,0.000165366727742366,20,5
1,2,3,170,1,11,1,0.276278810197255,13,5
1,3,3,170,0,18,1,0.307370931262994,6,5
1,2,3,80,1,11,1,0.334191464546166,13,5
1,2,3,230,2,11,1,0.32688415600569,20,5
1,1,3,110,1,4,1,0.359844517315651,20,5
1,2,3,170,1,11,1,0.268614798547787,6,5
2,2,3,110,0,11,1,0.882257390388986,13,5
1,3,3,80,1,18,1,0.37120770907859,13,5
1,3,3,140,1,18,1,0.321773727202526,6,5
1,2,3,80,2,11,1,0.174514150574396,20,5
2,3,3,140,1,18,0,0.303832095363759,6,5
2,3,3,200,0,18,1,0.318482584250887,20,5
2,1,3,140,0,4,1,0.415506675941288,6,5
1,3,3,170,0,18,1,0.56616784927246,13,5
1,2,3,170,0,11,1,0.36487681534345,6,5
1,2,3,170,2,11,1,0.39355375440573,20,5
1,3,3,110,2,18,1,0.466083179941052,13,5
1,2,3,110,1,11,1,0.588837748415244,13,5
2,3,3,80,1,18,1,0.345408199162193,13,5
1,3,3,140,1,18,1,0.353918235970923,13,5
1,1,3,200,0,4,1,0.278986139583139,13,5
1,3,3,200,0,18,1,0.331619043550745,13,5
1,3,3,200,2,18,1,0.13809985475018,6,5
1,2,3,80,2,11,1,0.187831213283062,13,5
1,1,3,170,2,4,1,0.290902769280365,20,5
2,2,3,200,0,11,1,0.174602262450207,6,5
2,3,3,140,1,18,1,0.28325268606568,6,5
1,1,3,200,1,4,1,0.431690878427617,6,5
2,2,3,80,0,11,0,0.392519204862765,20,5
1,1,3,110,0,4,0,0.211554109151621,13,5
2,1,3,80,1,4,0,0.0965680888439238,6,5
2,2,3,170,1,11,0,0.883878456475941,20,5
2,1,3,50,1,4,0,0.144693760827067,6,5
2,2,3,170,0,11,1,0.45165640304549,13,5
2,3,3,170,1,18,1,0.998166066648992,13,5
2,1,3,230,1,4,1,0.282840171494172,6,5
2,2,3,230,1,11,1,0.363625820649759,13,5
1,2,3,170,2,11,1,0.432387401357119,13,5
2,3,3,50,0,18,0,0.534983236673725,13,5
1,1,3,230,2,4,1,0.251851541848737,6,5
2,3,3,140,1,18,1,0.24250809253499,13,5
1,1,3,230,1,4,1,0.243448037785129,13,5
2,3,3,230,0,18,0,0.889134391309199,13,5
1,2,3,200,1,11,1,0.135655394853529,13,5
1,2,3,110,0,11,1,0.173045327286673,13,5
1,3,3,80,1,18,1,0.217831789144839,6,5
1,3,3,110,2,18,1,0.158396000042558,13,5
2,2,3,80,0,11,1,1.11226836293645,6,5
2,1,3,200,0,4,1,0.567007325626037,13,5
1,1,3,80,0,4,0,0.263702860189369,6,5
1,3,3,230,1,18,1,0.313938119568775,13,5
1,1,3,110,1,4,1,0.602964167490427,20,5
2,2,3,140,1,11,1,0.343656096829363,6,5
2,1,3,230,0,4,1,0.525141115776933,20,5
2,1,3,50,2,4,0,0.0810342105178279,6,5
2,2,3,230,0,11,1,1.28597178122072,20,5
2,2,3,170,1,11,0,0.284360219819064,6,5
2,3,3,50,1,18,0,0.127002776800509,13,5
1,1,3,80,0,4,0,0.108117402760399,13,5
1,1,3,230,1,4,1,0.225120522685756,20,5
1,1,3,80,2,4,1,1.24190569543134,20,5
1,1,3,230,1,4,1,0.554444973222417,20,5
1,1,3,50,0,4,0,0.251311303025432,6,5
1,1,3,50,2,4,0,0.343089583839173,20,5
1,2,3,140,0,11,1,0.319900299036817,20,5
1,1,3,110,2,4,1,0.395560628567182,13,5
1,1,3,230,1,4,1,0.33546175227093,13,5
1,1,3,230,2,4,1,0.358399603559519,6,5
2,3,3,110,0,18,1,0.209094322341116,20,5
1,2,3,170,1,11,1,0.11847295824191,6,5
1,1,3,50,0,4,0,0.171645905542391,13,5
1,3,3,230,1,18,1,0.386291404054646,6,5
1,3,3,230,1,18,1,0.364832120310894,20,5
1,1,3,140,1,4,1,0.149866884479707,20,5
2,2,3,230,2,11,1,0.138596676722955,13,5
1,1,3,110,2,4,1,0.29424370495326,13,5
2,1,3,80,1,4,1,0.0972629802163283,20,5
2,3,3,110,1,18,1,0.32804703130023,13,5
1,3,3,230,1,18,1,0.431257796401042,20,5
2,2,3,140,1,11,1,0.388107535807649,20,5
1,1,3,80,1,4,1,0.229127105671068,6,5
1,3,3,200,2,18,1,0.349599032135302,6,5
1,2,3,170,0,15,0,0.654983021821181,20,6
1,3,3,80,1,22,0,0.212801675637593,20,6
1,2,3,230,2,15,0,0.633413443037398,6,6
2,2,3,170,1,15,0,0.080006651629219,20,6
2,3,3,200,1,22,0,0.084528942772522,20,6
2,3,3,170,1,22,0,0.0890586924351737,6,6
1,3,3,230,1,22,1,0.00962625279794338,6,6
2,2,3,200,1,15,0,0.134079659951112,20,6
1,1,3,110,1,8,0,0.137085931887668,6,6
1,1,3,110,1,8,0,0.130011966302618,6,6
1,3,3,110,0,22,0,0.35069917636406,6,6
1,1,3,140,1,8,0,0.561390512123808,6,6
1,1,3,140,0,8,0,0.318222629825186,6,6
2,2,3,170,2,15,0,0.158879540677617,20,6
2,1,3,200,2,8,1,0.121124990345152,20,6
2,3,3,140,2,22,0,0.219803116146295,13,6
2,3,3,110,2,22,0,0.270276340117334,13,6
1,1,3,230,1,8,1,0.0270730787237881,20,6
1,1,3,230,2,8,1,0.0760300616871064,6,6
1,2,3,200,1,15,1,0.000107516959587883,13,6
1,3,3,50,0,22,0,0.176548009432508,13,6
2,3,3,110,1,22,0,0.251133599562536,20,6
1,3,3,170,0,22,1,0.041798977460985,6,6
2,1,3,80,1,8,0,0.0628826998856766,6,6
1,2,3,170,1,15,1,0.101672315237238,13,6
2,3,3,80,1,22,0,0.464931701782234,20,6
2,2,3,50,2,15,0,0.399465937014156,13,6
1,1,3,140,1,8,0,0.236323356402181,20,6
1,2,3,200,1,15,1,0.0713815772116959,20,6
2,1,3,140,1,8,0,0.244737287811176,6,6
1,3,3,110,1,22,1,0.0893422966114485,20,6
1,1,3,80,1,8,0,0.127078486355231,6,6
1,1,3,200,1,8,1,0.214067187846922,6,6
1,3,3,110,2,22,1,0.0439499820577112,20,6
1,2,3,200,2,15,1,0.148696034244267,6,6
2,3,3,80,0,22,0,0.113420870115078,13,6
2,3,3,110,1,22,1,0.27599568223377,13,6
1,2,3,140,1,15,1,0.296680069376862,13,6
1,2,3,80,0,15,0,0.355504849882891,20,6
1,3,3,200,2,22,1,0.169837887254062,13,6
2,1,3,50,1,8,0,0.0488304663283543,20,6
2,3,3,200,1,22,1,0.154236394456802,6,6
1,3,3,140,2,22,1,0.0815279263854336,6,6
2,2,3,80,1,15,0,0.269865042634137,6,6
1,3,3,140,1,22,0,0.484454063669546,20,6
1,1,3,50,1,8,0,0.309246561405416,20,6
2,2,3,140,1,15,0,0.378779072469797,13,6
1,3,3,200,2,22,1,0.12200600536562,13,6
2,2,3,230,0,15,1,0.361682842056553,13,6
1,2,3,140,1,15,0,0.499631849421576,13,6
2,2,3,140,2,15,0,0.332182353685084,20,6
2,2,3,80,1,15,0,0.24686194323408,13,6
1,3,3,50,1,22,0,0.235344726508401,13,6
2,2,3,230,2,15,1,0.000113178517040069,6,6
2,2,3,200,1,15,0,0.0427311269459096,13,6
1,2,3,140,2,15,1,0.606684907298131,13,6
1,2,3,230,2,15,1,0.239748102390649,20,6
1,3,3,50,0,22,0,0.470832465610556,6,6
2,3,3,170,1,22,1,0.257225675911059,6,6
1,2,3,230,1,15,0,0.42393670682327,20,6
2,1,3,140,1,8,1,0.311475354146296,6,6
1,1,3,230,2,8,1,0.128267499871754,20,6
1,2,3,230,0,15,1,0.431025014268471,20,6
2,3,3,170,0,22,0,0.751556228704203,20,6
2,2,3,50,1,15,0,0.452058827771225,13,6
1,3,3,200,1,22,1,0.0105151774575916,13,6
2,2,3,110,2,15,0,0.154232616325771,6,6
2,2,3,230,0,15,1,0.43502158131264,20,6
1,1,3,80,0,8,0,0.3774684031373,6,6
2,3,3,50,2,22,0,0.161165490336771,13,6
2,2,3,140,0,15,0,0.271977292253951,6,6
1,2,3,110,1,15,0,0.426703813673612,20,6
2,1,3,170,1,8,0,0.39397447822148,20,6
2,2,3,140,1,15,0,0.356603214572488,6,6
1,2,3,140,0,15,0,0.245328518309634,6,6
1,2,3,230,2,15,1,0.0458838099143577,6,6
2,3,3,140,1,22,0,0.338505553903815,6,6
2,3,3,140,0,22,0,0.247512563694954,20,6
1,1,3,50,1,8,0,0.414489586302352,20,6
2,3,3,140,1,22,0,0.426976113531964,20,6
1,3,3,80,0,22,0,0.257521460330508,13,6
1,2,3,200,1,15,0,0.436240293569881,6,6
2,3,3,140,2,22,0,0.3309290893867,20,6
1,2,3,170,0,15,0,0.371676088583627,13,6
2,1,3,170,2,8,0,0.186426088754388,20,6
1,3,3,140,1,22,0,0.331027102749658,6,6
2,1,3,230,1,8,0,0.365904187214937,20,6
1,1,3,170,0,8,0,0.526864545718581,13,6
2,1,3,200,1,8,0,0.641691782778935,13,6
1,2,3,230,2,15,1,0.19056225491704,20,6
1,3,3,170,1,22,1,0.15597059038646,20,6
1,1,3,110,1,8,0,0.230977643239157,13,6
2,2,3,80,2,15,0,0.383555028451383,20,6
1,3,3,80,1,22,0,0.355145521436725,6,6
2,1,3,200,2,8,1,0.50598760171556,20,6
2,1,3,140,1,8,0,0.410814130312247,20,6
2,2,3,170,1,15,0,0.383392196647492,20,6
2,2,3,110,1,15,0,0.402096192819727,13,6
1,2,3,140,0,15,0,0.378808154679518,20,6
2,1,3,110,1,8,0,0.324414914987756,6,6
1,3,3,80,1,22,0,0.325438491481691,20,6
2,2,3,200,0,15,1,0.754131601989002,6,6
1,2,3,170,0,15,1,0.200743595974245,13,6
1,1,3,230,1,8,1,0.161673541805612,6,6
1,3,3,80,0,22,0,0.378362587105357,13,6
1,3,3,200,2,22,1,0.166729635857109,13,6
2,3,3,170,1,22,1,0.261357225611164,20,6
2,2,3,50,1,15,0,0.364689629022223,20,6
1,3,3,50,0,22,0,0.739241187266089,13,6
2,3,3,230,0,22,1,0.205701548845582,20,6
1,3,3,110,1,22,0,0.0682074171666045,13,6
2,1,3,230,1,8,1,0.22911438936444,6,6
1,3,3,200,1,22,1,0.117714330582203,6,6
2,1,3,170,1,8,1,0.352679477110769,13,6
2,2,3,140,0,15,0,0.235399334598014,20,6
2,1,3,80,2,8,0,0.576081535517233,6,6
1,3,3,110,1,22,1,0.270561053297115,6,6
1,1,3,50,2,8,0,0.270291775943633,20,6
1,3,3,230,2,22,1,1.39068553271477,20,6
1,3,3,170,1,22,1,0.474764545034986,20,6
1,1,3,140,0,8,0,0.377582747047882,6,6
1,1,3,140,1,8,0,0.758405683088085,20,6
1,3,3,80,1,22,0,0.542702026964662,6,6
2,1,3,50,0,8,0,0.305622115821734,6,6
1,1,3,50,2,8,0,0.233467168367042,20,6
1,1,3,200,2,8,1,0.162208581534742,20,6
1,2,3,80,0,15,0,0.421091665214135,6,6
2,1,3,200,0,8,1,0.662511697681339,6,6
1,2,3,50,2,15,0,0.337659714974052,13,6
1,3,3,110,2,22,1,0.480076247500847,6,6
1,2,3,140,0,15,1,1.02675050357993,13,6
1,1,3,170,1,8,0,0.449998915602919,20,6
1,2,3,170,1,15,0,0.184606048426986,13,6
1,1,3,230,1,8,0,0.251487428102791,6,6
1,1,3,200,1,8,0,0.326392922540663,13,6
1,3,3,140,1,22,0,0.733225981784244,13,6
1,2,3,110,0,15,0,0.589854018215874,13,6
1,2,3,200,1,15,1,0.228338481570745,6,6
1,3,3,80,1,22,0,0.358866393944027,6,6
2,2,3,200,0,15,1,0.254915523658156,20,6
2,2,3,80,0,15,0,0.405662688265693,13,6
1,1,3,80,0,8,0,0.528582099075493,13,6
2,3,3,80,1,22,0,0.539324298969632,20,6
1,2,3,230,2,15,1,0.421879407392225,6,6
1,2,3,170,1,15,0,0.470565361152467,13,6
2,1,3,50,1,8,0,0.489403471574178,20,6
1,1,3,200,2,8,1,0.3060872018591,20,6
1,2,3,80,1,15,0,0.382838957980994,6,6
1,3,3,80,2,22,0,0.405185993404075,13,6
2,2,3,80,1,15,0,0.299875608755883,6,6
1,3,3,170,0,22,0,0.318443152372765,6,6
2,2,3,230,2,15,0,0.489059917294753,13,6
2,2,3,110,2,15,0,0.551610972471508,20,6
1,2,3,140,2,15,0,0.112941536200651,6,6
1,2,3,80,2,15,0,0.583588249346349,6,6
1,2,3,110,1,15,0,0.71028955417728,13,6
2,3,3,80,2,22,0,0.474482237829079,13,6
1,1,3,170,1,8,0,0.371255370208928,13,6
2,3,3,110,1,22,0,0.317737901266128,13,6
1,2,3,50,0,15,0,0.338630048016967,6,6
1,2,3,230,2,15,0,0.525142676646055,6,6
1,3,3,230,1,22,1,0.393552947830585,20,6
2,1,3,80,1,8,0,0.26645134532896,6,6
2,2,3,50,2,15,0,0.207026721689545,13,6
2,1,3,230,1,8,0,0.282696639155347,13,6
2,3,3,110,2,22,0,0.0871715066386969,6,6
2,1,3,110,1,8,0,0.230114037695785,13,6
1,2,3,170,1,15,0,0.332859778199236,20,6
2,2,3,230,1,15,1,0.340224268894872,13,6
2,3,3,140,2,22,0,0.485527060371396,13,6
2,1,3,170,1,8,1,0.35641588318731,20,6
1,1,3,80,1,8,0,0.291293484732023,13,6
2,2,3,170,2,15,1,0.286526190256382,6,6
2,1,3,200,0,8,0,0.627515464875842,13,6
2,2,3,170,1,15,0,0.325991816612941,20,6
1,3,3,110,1,22,0,0.269266346097993,13,6
1,3,3,170,0,22,1,0.247896493224516,20,6
1,1,3,50,1,8,0,0.14683032176481,6,6
2,3,3,140,0,22,1,0.450413562652784,6,6
2,3,3,140,1,22,0,0.306850572273106,20,6
2,3,3,170,1,22,1,0.225856125493465,20,6
2,1,3,110,1,8,0,0.294790714444389,20,6
1,1,3,170,1,8,1,0.20957516686326,6,6
2,1,3,50,0,8,0,0.292540234104081,13,6
2,1,3,110,1,8,0,0.228471490576112,20,6
2,2,3,110,1,15,0,0.319962904598242,6,6
1,1,3,80,2,8,0,0.397176314485478,13,6
1,3,3,50,2,22,0,0.557644196442425,20,6
2,3,3,230,1,22,1,0.340018234821855,6,6
2,2,3,80,1,15,0,0.349510659079669,20,6
2,1,3,80,0,8,0,0.514364721723723,6,6
2,2,3,80,2,15,0,0.27372481502357,20,6
2,1,3,170,0,8,0,0.378683822217681,6,6
1,1,3,50,1,8,0,0.405611738008474,6,6
1,2,3,110,1,15,0,0.342253613916228,6,6
2,1,3,110,1,8,0,0.271139453187743,6,6
1,3,3,230,0,22,1,0.271726871721285,13,6
2,1,3,200,0,8,1,0.274631198031329,13,6
1,3,3,80,1,22,0,0.243012042856435,20,6
1,1,3,170,0,8,0,0.38801198236547,13,6
2,2,3,230,0,15,1,0.282667699800186,6,6
2,2,3,230,1,15,0,0.347321662650984,20,6
1,1,3,230,2,8,0,0.906104189265534,6,6
2,2,3,230,1,15,1,0.235190552451286,6,6
2,2,3,230,1,15,1,0.117845294509607,20,6
1,3,3,170,1,22,1,0.250401082004828,13,6
1,2,3,110,1,15,0,0.285140345516993,20,6
2,3,3,230,0,22,1,0.331753688077697,6,6
2,3,3,110,1,22,0,0.26431455477541,6,6
1,1,3,230,2,8,0,0.393195296047679,20,6
1,2,3,50,1,15,0,0.261938046513251,6,6
1,2,3,200,1,15,1,0.0413915558517601,13,6
1,3,3,50,1,22,0,0.0600661502708135,20,6
1,3,3,170,1,22,0,0.0706307892892255,6,6
1,1,3,140,2,8,0,0.257633120076434,20,6
2,2,3,80,1,15,0,0.186417299430786,13,6
1,1,3,110,1,8,0,0.199400769296517,20,6
1,3,3,140,0,22,1,0.163956123101116,20,6
2,3,3,230,2,22,1,0.729052203482297,13,6
1,1,3,50,1,8,0,0.364579251208852,13,6
2,1,3,140,2,8,0,0.301310794757683,20,6
1,3,3,200,0,22,1,0.322302323268559,20,6
2,1,3,80,0,8,0,0.192034880128176,20,6
1,2,3,50,2,15,0,0.442631477589202,20,6
1,3,3,140,1,22,0,0.299105208386663,6,6
1,1,3,230,2,8,1,0.213872424257715,13,6
1,1,3,170,2,8,0,0.202829782129811,20,6
1,3,3,170,1,22,1,0.187397666136803,20,6
2,1,3,110,1,8,0,0.114251043899003,20,6
1,2,3,140,0,15,0,0.279103933630722,6,6
1,1,3,140,1,8,0,0.233996851045049,13,6
1,2,3,170,0,15,1,0.222797433400046,13,6
1,3,3,230,0,22,1,0.126218279250224,13,6
2,1,3,230,1,8,1,0.581152426308563,13,6
1,1,3,110,0,8,0,0.306307412382012,13,6
2,1,3,200,2,8,0,0.219132180242923,20,6
2,2,3,140,0,15,0,0.571827277387911,6,6
2,2,3,50,1,15,0,0.618439586131444,20,6
2,1,3,50,0,8,0,0.587271302950739,13,6
1,3,3,230,2,22,1,0.411535587908475,20,6
2,3,3,200,1,22,1,0.182017483638447,13,6
2,1,3,170,0,8,0,0.457039223868378,13,6
2,1,3,50,0,8,0,0.385858568035474,13,6
2,3,3,80,0,22,0,0.494537801131628,13,6
2,2,3,110,1,15,0,0.453614357581046,6,6
2,3,3,200,0,22,1,0.170025000597889,6,6
1,3,3,140,1,22,0,0.202597677072845,20,6
2,2,3,140,1,15,0,0.302102375215782,13,6
1,2,3,230,0,15,0,0.304898865023006,13,6
2,3,3,50,1,22,0,0.231489946515012,6,6
2,3,3,230,2,22,0,0.0106705845764736,13,6
1,3,3,200,0,22,1,0.00934570496065135,6,6
2,3,3,80,0,22,0,0.214054218143701,13,6
2,3,3,200,1,22,1,0.384568503613991,6,6
1,1,3,110,1,8,0,0.000122373848626012,6,6
2,3,3,80,0,22,0,0.428289185078938,13,6
1,3,3,50,1,22,0,0.262739435074764,6,6
2,3,3,50,1,22,0,0.247274229421691,20,6
1,1,3,50,2,8,0,0.306135426598757,13,6
2,3,3,50,2,22,0,0.437483110677931,6,6
2,1,3,110,0,8,0,0.540331131388939,6,6
2,3,3,170,1,22,1,0.0595944440456151,20,6
1,1,3,50,1,8,0,0.190594619025887,20,6
1,1,3,140,2,8,0,0.825454717793946,20,6
2,1,3,80,1,8,0,0.520162596332739,6,6
2,1,3,230,1,8,1,0.396319577245777,13,6
1,2,3,170,1,15,1,0.718991465627823,13,6
2,3,3,230,1,22,1,0.236543536850149,20,6
2,1,3,110,1,8,0,0.225538330172185,20,6
2,1,3,50,0,8,0,0.506919563233623,20,6
1,2,3,50,1,15,0,0.450994312127477,13,6
2,2,3,170,1,15,1,0.259640909075188,20,6
2,3,3,230,2,22,0,0.440709698398678,6,6
1,2,3,80,0,15,0,0.427384196783805,20,6
2,2,3,200,1,15,1,0.0280056567730753,6,6
1,2,3,80,0,15,0,0.19688366569244,20,6
1,1,3,110,1,8,0,0.255821090890095,20,6
2,1,3,170,0,8,0,0.38284436014419,20,6
2,1,3,230,1,8,1,0.105688735326112,6,6
2,1,3,170,1,8,0,0.684563580253325,6,6
2,2,3,50,0,15,0,0.813206047401763,13,6
1,2,3,140,1,15,0,0.245722022863902,13,6
2,2,3,110,2,15,0,0.0263210464622716,6,6
2,2,3,110,0,15,0,0.395204442165777,6,6
2,3,3,140,1,22,0,0.318447043283868,20,6
1,1,3,200,0,8,0,0.979271341227559,13,6
1,3,3,50,0,22,0,0.319729867227124,20,6
1,2,3,230,2,15,1,0.00830510244168181,20,6
1,3,3,230,2,22,1,0.000120302455343335,20,6
1,3,3,200,0,22,1,0.000124655764921044,6,6
2,3,3,170,1,22,0,0.717968283863684,6,6
2,2,3,230,1,15,1,0.0924311160092657,20,6
2,3,3,140,1,22,0,0.593041441191872,6,6
2,1,3,80,2,8,0,0.00659837596776924,6,6
2,1,3,80,2,8,0,0.467561788417697,13,6
1,2,3,110,2,15,0,0.332039344850728,20,6
1,3,3,140,2,22,0,0.288447480733339,20,6
1,2,3,50,1,15,0,0.333233177833336,13,6
2,3,3,170,1,22,0,0.529824829719018,20,6
2,3,3,200,1,22,0,0.401425362177633,13,6
2,2,3,200,1,15,1,0.26204752208605,6,6
2,1,3,140,0,8,1,0.42890031373372,20,6
1,2,3,170,0,15,0,0.553561010577596,6,6
1,1,3,80,2,8,0,0.282396294663613,6,6
2,2,3,140,0,15,0,0.337140667452331,13,6
1,3,3,230,1,22,1,0.000143057705827232,20,6
1,1,3,80,1,8,0,0.420612519266342,6,6
2,2,3,50,1,15,0,0.405450402419774,20,6
1,3,3,50,1,22,0,0.16864065583286,20,6
1,2,3,50,0,15,0,0.347444224466471,20,6
1,2,3,80,1,15,0,0.610132596503718,13,6
1,2,3,140,2,15,0,0.188624863211317,20,6
2,2,3,200,2,15,0,0.239197337366022,20,6
2,1,3,80,1,8,0,0.316174988123748,20,6
2,3,3,80,1,22,0,0.596666450675912,13,6
1,1,3,200,2,8,1,0.0813568691582987,20,6
1,1,3,170,0,8,1,0.356351237675426,20,6
1,1,3,170,1,8,1,0.143807730558365,13,6
1,2,3,230,1,15,1,0.000119422771149402,20,6
2,3,3,50,1,22,0,0.0879593803933858,20,6
1,1,3,200,2,8,1,0.000122099417239951,6,6
2,2,3,80,1,15,0,0.523959490097241,20,6
2,2,3,80,1,15,0,0.602612600946941,20,6
1,2,3,50,2,15,0,0.425131175133629,13,6
1,1,3,230,1,8,1,0.227929443447465,6,6
2,2,3,170,2,15,1,0.00014052767346584,20,6
2,3,3,230,2,22,1,0.0436758852379171,6,6
2,1,3,80,2,8,0,0.534645702226953,20,6
1,1,3,80,2,8,0,0.0871814049660316,13,6
1,2,3,80,1,15,0,0.54596869670695,6,6
2,3,3,170,1,22,1,0.0809908415781138,20,6
1,2,3,200,1,15,1,0.0777411189146733,13,6
1,1,3,200,1,8,1,0.252698403649902,20,6
2,1,3,110,2,8,0,0.205540540318907,6,6
1,3,3,140,1,22,1,0.162097158626693,13,6
2,2,3,170,1,15,0,0.17724923805099,13,6
