motion,mIntv,soa,i1,i2,i3,i4,i5,i6,resp,rt,sub,mi
1,2,50,14,5,5,23,23,14,0,0.399048170704191,7,14
1,1,170,5,23,14,23,14,5,0,0.466980863446224,7,14
2,3,170,14,5,5,14,23,23,0,0.478903351828194,7,14
1,1,230,23,5,14,14,23,5,1,0.21282001774307,7,14
2,2,80,23,23,14,5,5,14,0,0.226718103487656,7,14
1,3,200,23,14,5,5,14,23,1,0.0386168929799169,7,14
1,2,80,23,23,5,5,14,14,0,0.430536545314681,7,14
1,1,230,23,14,23,5,14,5,1,0.0604565405010362,7,14
1,2,140,14,23,5,23,5,14,1,0.550346039912256,7,14
2,2,230,23,5,14,23,5,14,1,0.00828388745867414,7,14
1,2,140,5,5,23,14,23,14,1,0.246204664592369,7,14
1,2,170,23,23,5,5,14,14,1,0.294138494158688,7,14
2,2,140,14,23,5,23,5,14,1,0.788028958962968,7,14
1,1,140,14,14,23,5,23,5,1,0.753941504637623,7,14
2,1,200,23,5,14,14,23,5,1,0.315875839460205,7,14
2,2,140,23,5,23,5,14,14,1,0.025726701853273,7,14
1,1,80,14,23,5,14,23,5,0,0.235643367766897,7,14
1,1,140,14,23,5,23,14,5,1,0.297553564607369,7,14
1,1,50,14,23,5,23,14,5,1,2.38346405617995,7,14
2,2,170,5,5,14,23,23,14,1,0.000198219575395342,7,14
2,3,110,23,5,14,14,5,23,1,0.697242537706188,7,14
2,1,140,5,14,23,14,23,5,1,0.349185516010039,7,14
1,3,110,14,23,5,5,14,23,0,1.77105523224964,7,14
1,1,230,23,23,14,5,14,5,1,0.0789772785356035,7,14
1,2,140,23,23,5,5,14,14,1,1.49290176689101,7,14
2,2,200,5,14,5,23,23,14,1,0.000175597357156221,7,14
2,3,80,14,23,14,5,5,23,0,0.446650342099019,7,14
2,2,110,23,5,14,23,5,14,0,0.13456461707392,7,14
1,2,200,14,5,23,5,23,14,1,1.14051211560945,7,14
1,3,170,14,23,5,5,14,23,0,0.454393145966606,7,14
2,2,140,5,23,14,23,5,14,0,0.118335703224147,7,14
2,3,140,5,14,14,5,23,23,0,0.342244345200015,7,14
1,2,50,5,14,23,5,23,14,0,0.428131351407501,7,14
2,1,200,14,14,23,5,23,5,1,0.0538914783246582,7,14
2,3,170,23,14,14,5,5,23,1,2.3597216372691,7,14
1,3,200,14,23,5,14,5,23,1,0.695648167693435,7,14
1,2,80,23,23,5,5,14,14,1,1.11149035353083,7,14
1,1,110,23,23,14,5,14,5,1,0.45940721793886,7,14
2,1,110,5,23,14,23,14,5,0,1.45930647058049,7,14
2,2,140,5,14,23,5,23,14,0,0.55320760891118,7,14
1,3,80,23,14,14,5,5,23,0,0.787132930330699,7,14
1,1,170,23,14,23,14,5,5,1,0.303081905534782,7,14
2,2,170,23,14,23,5,5,14,1,0.914904554818349,7,14
1,2,170,23,23,5,14,5,14,1,0.376806204418244,7,14
1,2,50,5,5,23,23,14,14,0,0.212699827068718,7,14
2,2,200,23,5,23,5,14,14,1,0.00017315228615189,7,14
2,1,50,23,23,5,14,14,5,0,0.120600995473069,7,14
2,2,110,23,14,5,5,23,14,0,0.150505192403216,7,14
2,1,140,23,14,23,14,5,5,0,0.158400736832846,7,14
1,2,230,23,5,23,5,14,14,1,0.00017425001351512,7,14
2,1,170,14,5,23,14,23,5,1,0.0542742725665448,7,14
2,2,80,23,14,5,5,23,14,0,0.240154719474958,7,14
1,3,170,5,23,14,14,5,23,1,0.600041936213529,7,14
1,3,50,23,14,5,14,5,23,0,0.720015689988941,7,14
2,1,110,23,14,5,14,23,5,1,0.845866062165442,7,14
2,1,200,23,14,14,23,5,5,1,0.24579902557889,7,14
2,3,230,5,14,14,23,5,23,1,0.519702073655935,7,14
2,2,80,23,23,14,5,5,14,0,0.341597266207827,7,14
2,1,110,23,14,5,14,23,5,0,1.54952864769075,7,14
1,1,110,5,23,14,23,14,5,1,0.469419816243317,7,14
2,3,50,5,23,14,5,14,23,0,0.515314945638238,7,14
2,1,230,14,14,23,5,23,5,1,0.221223825206835,7,14
1,3,230,5,5,23,14,14,23,1,0.833109348732251,7,14
2,1,230,23,14,23,5,14,5,1,0.597060627660539,7,14
1,1,200,14,23,14,5,23,5,1,0.250941318176046,7,14
2,2,200,14,23,23,5,5,14,1,0.318829190538963,7,14
2,1,110,5,23,14,14,23,5,1,1.67673281003226,7,14
2,2,80,23,23,5,5,14,14,0,0.116674125198188,7,14
2,2,170,5,14,23,23,5,14,1,0.0125581961146963,7,14
2,3,140,14,5,5,14,23,23,1,0.144491042239679,7,14
1,1,140,14,5,23,23,14,5,1,0.292407948752953,7,14
2,3,200,14,5,23,5,14,23,1,0.064352328536188,7,14
1,1,110,23,23,5,14,14,5,1,0.0603060645698861,7,14
1,2,200,14,5,23,23,5,14,1,0.690171865084267,7,14
1,2,200,23,5,5,14,23,14,1,0.0980892257248343,7,14
2,2,110,14,23,5,23,5,14,1,1.32902751537767,7,14
2,3,140,14,23,14,5,5,23,1,0.194920915473631,7,14
2,1,230,23,5,23,14,14,5,1,0.0928763988486025,7,14
2,3,200,5,14,5,14,23,23,1,0.000212225379073061,7,14
2,1,140,23,5,14,14,23,5,1,0.000173831969732419,7,14
1,3,200,14,14,5,5,23,23,1,0.0426162854710128,7,14
1,3,50,5,14,23,14,5,23,0,0.304570872620388,7,14
1,1,230,14,23,5,23,14,5,1,0.00844318130475585,7,14
2,1,170,14,14,23,5,23,5,1,0.0343895941405208,7,14
2,3,230,14,23,14,5,5,23,1,0.0342724380097934,7,14
1,3,50,23,14,5,14,5,23,0,0.078249112040794,7,14
2,2,230,14,23,5,23,5,14,1,0.000176674035174074,7,14
2,1,80,23,14,5,14,23,5,0,0.439998842124623,7,14
1,2,110,5,5,23,23,14,14,1,0.291956454791944,7,14
2,3,140,14,14,23,5,5,23,1,0.137907929205539,7,14
1,1,140,5,14,23,23,14,5,1,1.05780882994077,7,14
2,3,230,14,5,23,14,5,23,0,1.92368027247721,7,14
2,3,50,14,23,14,5,5,23,0,1.24757919429976,7,14
1,1,170,23,14,23,14,5,5,1,0.523441193367034,7,14
1,3,140,14,14,5,23,5,23,1,0.271414056933281,7,14
1,2,140,23,5,14,5,23,14,0,1.21127451316352,7,14
2,3,230,14,5,23,14,5,23,1,0.000174012420757208,7,14
2,1,170,14,14,23,23,5,5,1,0.635079243922519,7,14
1,2,170,5,23,5,14,23,14,1,0.11297047262633,7,14
2,3,200,5,5,23,14,14,23,1,0.000178343183506513,7,14
2,3,50,14,14,5,5,23,23,0,3.05475696605936,7,14
2,3,200,14,5,5,23,14,23,1,0.000176860499777831,7,14
2,3,50,5,14,5,23,14,23,0,0.138596905311715,7,14
2,2,230,5,5,14,23,23,14,1,0.000190421196748503,7,14
2,3,110,5,23,14,14,5,23,0,0.736377810859267,7,14
1,1,230,14,23,14,5,23,5,1,0.00017729056708049,7,14
2,2,80,23,5,23,5,14,14,0,0.388231545392046,7,14
1,2,110,5,5,23,23,14,14,1,0.714166021563869,7,14
1,1,80,5,14,23,14,23,5,1,0.782075138722576,7,14
2,3,80,14,5,23,14,5,23,0,0.327969510231924,7,14
1,3,230,23,5,14,5,14,23,0,0.145870624503004,7,14
2,3,80,5,23,5,14,14,23,0,0.277813160704682,7,14
1,2,50,14,23,5,23,5,14,0,0.139730395032529,7,14
1,3,110,5,5,14,14,23,23,0,0.265646110583475,7,14
1,3,170,5,5,23,14,14,23,1,0.0175429933369742,7,14
2,2,110,23,14,5,5,23,14,0,0.359496512835904,7,14
2,3,200,14,14,23,5,5,23,0,0.159355299918388,7,14
2,1,110,5,23,14,23,14,5,0,0.145115691495448,7,14
2,3,170,5,14,23,14,5,23,0,0.40303647163455,7,14
1,2,80,23,23,14,5,5,14,0,0.302930767960788,7,14
1,2,230,23,23,14,5,5,14,1,0.000175350749486824,7,14
2,3,140,14,5,5,14,23,23,1,0.000183440850378247,7,14
2,2,170,5,23,23,14,5,14,1,0.194726614638057,7,14
2,1,170,5,23,14,14,23,5,1,0.000178424386831466,7,14
1,1,110,5,14,23,23,14,5,1,0.704521495918016,7,14
2,1,110,23,14,14,5,23,5,1,0.730506022464397,7,14
2,1,110,23,23,14,14,5,5,1,0.274349847368285,7,14
2,2,110,23,5,23,5,14,14,0,0.426312290041096,7,14
2,2,230,23,14,23,5,5,14,1,0.0841845295544772,7,14
2,3,110,5,5,14,14,23,23,0,0.558121411708271,7,14
1,2,170,23,5,14,23,5,14,1,0.0520132810052019,7,14
2,2,230,23,5,14,23,5,14,1,0.0339896001569286,7,14
1,2,50,5,23,14,23,5,14,0,0.431890936979471,7,14
1,3,140,5,14,14,23,5,23,1,0.40977640035635,7,14
2,3,110,5,14,5,23,14,23,1,0.313720028269017,7,14
1,3,230,14,5,14,23,5,23,0,0.377634432566992,7,14
2,1,50,14,23,14,23,5,5,0,0.000198929341422627,7,14
1,2,230,23,5,5,23,14,14,1,0.000199329333554488,7,14
2,2,50,5,23,23,14,5,14,0,0.251320641793427,7,14
2,1,50,5,14,14,23,23,5,0,0.000176403362274868,7,14
1,3,200,5,14,23,14,5,23,1,0.000178746184246847,7,14
2,3,110,23,5,5,14,14,23,1,0.359118049353128,7,14
2,2,230,5,23,14,23,5,14,1,0.273022038767522,7,14
2,2,170,23,5,14,5,23,14,0,0.180949582714675,7,14
2,2,170,23,14,5,23,5,14,1,2.17280912166825,7,14
1,2,50,23,23,14,5,5,14,0,0.284674822934903,7,14
2,3,50,14,5,23,14,5,23,0,0.830577654473018,7,14
1,2,80,23,23,5,14,5,14,1,0.882477541690605,7,14
2,2,110,14,23,5,23,5,14,1,0.126485863369453,7,14
1,3,80,5,23,14,5,14,23,1,0.000196679749933537,7,14
1,3,50,14,5,5,23,14,23,0,0.112270353827626,7,14
2,1,170,14,5,14,23,23,5,1,0.000178481528564589,7,14
1,3,170,14,5,14,23,5,23,1,0.000176571778865764,7,14
1,1,200,23,5,14,23,14,5,1,0.348060799085943,7,14
2,1,80,5,23,23,14,14,5,0,0.189908654007013,7,14
1,2,80,23,5,23,5,14,14,0,0.373833061155892,7,14
2,1,50,14,23,23,5,14,5,0,0.0617419948575844,7,14
1,1,170,23,14,23,5,14,5,1,0.000178953698195983,7,14
2,3,80,5,23,5,14,14,23,0,0.349575266536704,7,14
1,2,80,14,5,23,23,5,14,1,1.22540710064277,7,14
1,2,200,5,23,23,14,5,14,1,0.0753844964747259,7,14
1,3,200,5,5,14,14,23,23,1,0.275207082599081,7,14
2,1,230,14,23,14,5,23,5,1,0.385194905338722,7,14
2,3,170,23,5,14,5,14,23,1,0.0830208748739096,7,14
2,3,140,14,5,23,5,14,23,1,0.0909650742105441,7,14
1,1,230,14,14,5,23,23,5,1,0.0428790845253388,7,14
1,3,140,5,5,14,23,14,23,1,0.282869490685698,7,14
2,1,200,23,14,5,23,14,5,1,0.640746872977616,7,14
1,2,230,5,14,23,23,5,14,1,0.000177365753188496,7,14
1,3,110,5,14,23,14,5,23,1,0.0705388911446789,7,14
2,3,230,14,5,23,14,5,23,1,0.174507893112605,7,14
1,3,50,14,5,5,23,14,23,1,3.32033970316479,7,14
2,1,200,14,14,5,23,23,5,1,0.0382324265810894,7,14
1,2,140,14,23,5,23,5,14,1,0.358146187274542,7,14
1,2,200,23,14,5,5,23,14,1,0.000177558231371222,7,14
1,3,170,5,23,14,14,5,23,1,0.000177804842678597,7,14
1,2,170,23,5,14,5,23,14,1,0.265873382355494,7,14
2,2,50,23,14,5,5,23,14,0,0.0638233440076874,7,14
2,1,200,23,14,5,23,14,5,1,0.000209416397410678,7,14
1,3,140,5,14,14,5,23,23,1,0.58365988782316,7,14
1,2,140,5,5,23,14,23,14,1,0.233526196596358,7,14
2,2,140,5,23,14,23,5,14,1,0.575445692546054,7,14
1,2,110,14,5,5,23,23,14,1,0.523341585838352,7,14
1,2,50,5,23,23,5,14,14,0,0.175251196222234,7,14
2,2,200,5,14,23,23,5,14,1,0.000177182297193212,7,14
1,1,200,14,14,5,23,23,5,1,0.153074516172637,7,14
1,2,140,14,5,23,5,23,14,1,0.000189979098649928,7,14
1,3,50,5,14,14,5,23,23,0,0.200953444309562,7,14
1,1,170,23,23,5,14,14,5,0,0.300867180943897,7,14
2,3,200,14,5,23,14,5,23,1,0.000189434744243044,7,14
2,1,200,14,5,14,23,23,5,1,0.000201172912056791,7,14
2,2,80,14,23,5,23,5,14,0,0.0466083487444848,7,14
2,1,170,23,23,14,5,14,5,0,0.154519616247853,7,14
1,1,80,23,14,14,5,23,5,0,0.246456793131074,7,14
1,3,50,5,23,5,14,14,23,0,0.0543639223469654,7,14
2,3,80,5,14,23,14,5,23,0,0.176338933248189,7,14
1,2,80,23,14,5,5,23,14,0,0.0682465045647405,7,14
1,3,230,14,14,23,5,5,23,1,0.0322028420632705,7,14
1,1,200,23,14,23,5,14,5,0,1.02607958978115,7,14
1,3,80,5,23,5,14,14,23,1,0.417937760335917,7,14
2,3,200,14,14,23,5,5,23,1,0.065857205154316,7,14
2,1,170,14,14,23,23,5,5,0,0.401728596563771,7,14
1,1,110,14,23,5,23,14,5,1,0.0276614697540936,7,14
2,1,80,23,14,5,14,23,5,0,0.231593398595578,7,14
1,3,110,14,5,5,23,14,23,1,0.341452525528439,7,14
2,1,140,5,14,23,14,23,5,1,0.259428718363779,7,14
2,3,50,14,5,5,23,14,23,1,0.405312308084831,7,14
2,1,80,5,14,23,14,23,5,0,0.0692218402728031,7,14
1,1,80,23,14,23,14,5,5,0,0.271207422443695,7,14
1,3,50,5,23,5,14,14,23,0,0.141133354387421,7,14
2,2,170,5,23,5,23,14,14,1,0.060981185248238,7,14
1,2,140,23,14,5,23,5,14,0,0.0288958120945608,7,14
1,3,80,14,14,5,5,23,23,0,0.108822474849148,7,14
1,1,80,23,5,23,14,14,5,0,0.0567275800349307,7,14
1,3,140,5,23,14,14,5,23,1,0.15668265138811,7,14
1,1,140,23,14,5,14,23,5,1,0.16662044781333,7,14
2,1,170,14,14,23,5,23,5,1,0.0705050269934873,7,14
2,2,50,23,5,5,23,14,14,0,0.746388276867947,7,14
1,3,110,5,23,14,14,5,23,0,0.130336259604519,7,14
2,1,50,23,14,23,14,5,5,0,0.518264197529788,7,14
1,3,230,5,5,14,23,14,23,1,0.00216654185351217,7,14
2,1,80,23,23,14,5,14,5,0,0.462108332205389,7,14
2,2,50,23,14,23,5,5,14,0,0.000189118960406631,7,14
1,3,200,5,14,23,14,5,23,1,0.000179431885044323,7,14
2,3,230,5,23,5,14,14,23,1,1.28183439347049,7,14
2,1,140,14,23,23,14,5,5,1,0.393727423645032,7,14
2,1,140,23,23,14,14,5,5,1,0.000178123635123484,7,14
1,1,140,23,23,5,14,14,5,1,0.465519646320899,7,14
1,1,170,5,14,23,23,14,5,1,0.015476007876714,7,14
1,1,230,14,23,23,5,14,5,1,0.000178683025296777,7,14
1,1,50,5,14,14,23,23,5,0,0.629291267803637,7,14
1,2,50,23,23,14,5,5,14,0,0.293199491734413,7,14
2,1,50,5,23,14,23,14,5,0,0.125138181381772,7,14
1,2,200,14,23,23,5,5,14,0,0.315028688288294,7,14
1,3,200,14,5,14,23,5,23,1,0.814898819568043,7,14
1,2,110,23,5,23,5,14,14,1,0.0989127140928758,7,14
1,1,80,14,23,23,5,14,5,0,0.0267766860633856,7,14
1,3,140,23,14,5,14,5,23,1,0.452664017084317,7,14
1,2,80,5,14,23,23,5,14,1,0.298597969955154,7,14
2,3,140,14,5,14,23,5,23,1,0.0664997849671636,7,14
2,1,110,23,14,5,14,23,5,0,0.486421572608378,7,14
2,2,230,14,23,23,5,5,14,1,0.100370938784181,7,14
2,1,170,14,23,23,14,5,5,1,0.132261274266057,7,14
1,1,170,14,14,23,5,23,5,1,0.000185422773938626,7,14
2,1,140,5,14,23,14,23,5,1,0.0558806694643863,7,14
2,2,200,23,14,23,5,5,14,1,0.305821374113293,7,14
1,3,50,5,14,23,5,14,23,1,1.05973569419803,7,14
2,3,50,23,14,5,14,5,23,1,0.183638907685236,7,14
1,1,50,14,23,5,23,14,5,1,0.153544897068059,7,14
2,2,140,5,23,5,14,23,14,1,0.189462495301996,7,14
1,1,170,14,14,23,5,23,5,1,0.251402923266141,7,14
2,3,50,23,14,5,14,5,23,0,0.159296966961847,7,14
2,2,50,23,5,23,14,5,14,0,0.657177919129026,7,14
1,3,230,14,14,23,5,5,23,1,0.000181296520167962,7,14
2,1,80,14,23,14,23,5,5,0,0.0670337498668232,7,14
1,1,200,23,5,14,23,14,5,1,0.000180710067070322,7,14
2,1,200,23,23,5,14,14,5,1,0.336909099110926,7,14
2,3,230,23,5,14,14,5,23,1,0.114768635055952,7,14
2,1,230,23,14,14,23,5,5,1,0.31073240402111,7,14
1,1,110,5,14,23,14,23,5,1,0.602595251199091,7,14
1,3,140,14,23,5,5,14,23,0,0.204565137366444,7,14
2,3,200,5,23,14,5,14,23,1,0.0404307995377167,7,14
2,3,50,14,5,14,5,23,23,0,0.308374842483317,7,14
2,3,110,5,5,14,23,14,23,0,0.304278155213979,7,14
1,1,50,23,14,14,23,5,5,0,0.156299818045227,7,14
2,3,230,5,5,14,23,14,23,1,0.198145694052073,7,14
2,2,230,5,23,14,5,23,14,1,0.158067394473619,7,14
2,2,50,5,23,23,14,5,14,0,0.333961826137966,7,14
1,2,80,23,14,23,5,5,14,1,0.279884260387917,7,14
1,3,200,14,23,5,5,14,23,1,0.259774328205822,7,14
2,2,200,5,23,14,23,5,14,1,0.00018039427959593,7,14
2,3,80,14,5,14,5,23,23,0,0.115648215814872,7,14
1,2,80,5,5,23,23,14,14,1,0.000180003309651511,7,14
2,3,170,14,5,5,14,23,23,1,0.107476952227444,7,14
1,3,80,5,23,14,5,14,23,1,0.11336158253107,7,14
1,2,170,23,23,5,5,14,14,1,0.0913132554378535,7,14
2,2,170,14,23,23,5,5,14,1,0.0571986045324593,7,14
1,2,110,14,5,23,5,23,14,1,0.0771407768334029,7,14
2,1,230,23,5,14,14,23,5,1,0.0830325528950198,7,14
1,3,110,23,5,5,14,14,23,0,0.70898829190628,7,14
2,1,200,23,14,5,23,14,5,1,0.000199530833924655,7,14
2,3,230,5,14,14,23,5,23,1,0.0948654726998939,7,14
1,3,110,23,5,5,14,14,23,0,0.246723459797067,7,14
1,3,50,5,14,23,14,5,23,0,0.14260624050803,7,14
1,2,170,5,5,23,14,23,14,0,0.310589558048378,7,14
2,3,110,14,14,23,5,5,23,1,0.0744005684100557,7,14
1,3,230,5,5,14,14,23,23,1,0.0763396550428297,7,14
1,2,230,5,14,23,23,5,14,1,0.270218956105964,7,14
2,1,110,14,23,23,5,14,5,1,0.402156045776792,7,14
2,1,80,5,14,14,23,23,5,1,0.684107294626301,7,14
1,1,230,5,14,14,23,23,5,1,0.113980213831383,7,14
2,1,140,23,14,23,5,14,5,1,0.499884413769905,7,14
2,3,50,5,23,14,5,14,23,0,0.183814474970859,7,14
2,2,140,5,23,23,5,14,14,1,0.225731919821555,7,14
2,2,200,23,5,23,14,5,14,0,0.281648161682824,7,14
2,1,230,5,23,14,23,14,5,1,0.0895722109453345,7,14
1,2,170,23,14,23,5,5,14,1,0.35345845626216,7,14
1,1,200,14,14,5,23,23,5,1,0.317364433616603,7,14
2,2,110,23,14,5,23,5,14,0,0.853350193228835,7,14
1,3,200,5,14,14,5,23,23,1,0.131201209005667,7,14
1,2,110,23,14,5,23,5,14,1,0.0990908437488542,7,14
1,2,200,5,23,23,14,5,14,1,0.000180920589627931,7,14
1,2,110,5,23,5,14,23,14,1,0.132928993549285,7,14
2,3,80,5,23,14,14,5,23,0,0.180822312446253,7,14
2,1,110,23,14,23,5,14,5,0,0.0627902587912104,7,14
2,3,110,5,14,5,23,14,23,0,0.128716515540873,7,14
1,1,50,14,5,23,23,14,5,1,0.000182932588359108,7,14
1,3,200,14,5,5,23,14,23,1,0.0144946782747866,7,14
1,2,110,5,5,23,23,14,14,0,0.308419527525984,7,14
1,1,170,23,14,5,14,23,5,1,0.000210072030313313,7,14
2,2,80,23,23,5,14,5,14,0,0.168314389255102,7,14
1,3,110,14,14,23,5,5,23,1,0.0982815235875023,7,14
2,2,230,5,14,23,5,23,14,1,0.606104669102933,7,14
2,3,170,5,23,5,14,14,23,1,0.124005251047492,7,14
1,1,80,23,14,5,23,14,5,0,0.849917008767079,7,14
1,2,80,5,23,14,5,23,14,0,0.531823028224608,7,14
1,2,80,5,5,23,23,14,14,0,0.0717407527699834,7,14
1,1,50,23,14,14,23,5,5,0,0.189688585134718,7,14
1,1,140,14,5,23,14,23,5,0,0.395610023908375,7,14
1,3,170,14,5,14,23,5,23,1,0.411555636757839,7,14
2,2,140,23,5,23,14,5,14,1,0.139424390610657,7,14
1,1,140,23,23,14,5,14,5,1,0.593345982768369,7,14
1,2,230,5,23,23,14,5,14,1,0.249256396145938,7,14
2,1,170,5,14,23,23,14,5,1,0.341147844392253,7,14
1,1,110,14,14,23,5,23,5,1,0.135095830137288,7,14
2,2,80,5,23,23,5,14,14,0,0.274977386805404,7,14
1,1,80,14,23,5,14,23,5,0,0.400895730890625,7,14
1,2,200,23,14,5,23,5,14,1,1.14339646321059,8,14
1,3,230,5,14,14,23,5,23,1,0.0626895776003948,8,14
1,2,170,23,23,5,5,14,14,1,0.302573074090105,8,14
2,3,200,14,5,23,14,5,23,1,0.0264426249232201,8,14
1,3,200,14,5,14,5,23,23,1,0.118425325934368,8,14
2,2,50,5,5,23,14,23,14,0,0.208321610201892,8,14
2,2,140,14,5,23,5,23,14,0,1.50221239981511,8,14
1,1,110,5,14,14,23,23,5,0,0.638087547555187,8,14
2,2,170,5,23,23,14,5,14,1,0.204061376522077,8,14
1,1,170,14,5,14,23,23,5,1,0.10399765116199,8,14
2,2,50,23,14,5,23,5,14,0,0.319852585675108,8,14
1,2,200,5,23,5,14,23,14,1,0.223750406759791,8,14
1,1,110,14,14,23,5,23,5,0,0.193682747627463,8,14
1,3,170,5,23,5,14,14,23,1,0.149591675313786,8,14
1,3,80,23,14,14,5,5,23,0,0.267516178702863,8,14
1,2,80,5,23,23,5,14,14,0,0.267460955474235,8,14
1,2,50,14,23,5,5,23,14,0,0.471357089367302,8,14
1,1,80,23,14,14,5,23,5,0,0.259292413647927,8,14
2,3,80,23,14,5,5,14,23,0,0.237172015456963,8,14
1,1,110,14,5,23,14,23,5,0,0.983057409663161,8,14
2,1,170,14,23,23,5,14,5,1,0.410991858769194,8,14
1,3,80,5,14,23,14,5,23,0,0.258928752949942,8,14
2,1,170,14,23,5,23,14,5,1,0.294825692846644,8,14
2,3,170,5,23,14,14,5,23,1,0.168730960436733,8,14
2,3,50,5,5,23,14,14,23,0,0.518634781432411,8,14
2,3,50,23,14,5,14,5,23,0,0.368577461991663,8,14
2,2,170,14,23,23,5,5,14,1,0.190439322717793,8,14
1,1,170,14,23,14,5,23,5,1,0.112381485992955,8,14
1,1,230,14,14,23,5,23,5,1,0.00830169170512818,8,14
1,2,80,14,23,5,5,23,14,0,0.180224011668543,8,14
2,1,170,23,14,14,23,5,5,1,0.900155543526125,8,14
1,2,80,14,5,23,23,5,14,0,0.280041608397369,8,14
2,1,80,14,5,14,23,23,5,0,0.301945453451481,8,14
1,3,80,23,14,5,14,5,23,0,0.569894957970973,8,14
1,2,170,5,23,23,14,5,14,1,0.137789170088581,8,14
2,3,50,14,14,5,23,5,23,0,0.265710494579253,8,14
1,3,50,5,14,5,23,14,23,0,0.633611076525995,8,14
1,1,110,14,23,5,23,14,5,1,1.07953210327651,8,14
1,2,170,5,5,23,23,14,14,1,0.183402899205248,8,14
2,2,50,23,5,14,23,5,14,0,0.275336939295812,8,14
2,2,230,23,5,23,5,14,14,1,0.0932027398084756,8,14
1,3,140,5,14,23,5,14,23,1,0.289134713764724,8,14
2,2,140,5,23,14,23,5,14,1,0.760916894481852,8,14
2,1,80,14,23,14,5,23,5,0,0.322883526563601,8,14
1,3,200,23,5,14,5,14,23,1,0.0647725507878931,8,14
1,2,80,14,23,5,23,5,14,0,0.250672407933962,8,14
1,3,230,5,14,5,14,23,23,1,0.0325857415682549,8,14
2,3,170,23,14,5,5,14,23,1,0.110527459737568,8,14
1,2,230,5,23,5,23,14,14,1,0.0444015037373902,8,14
2,2,80,14,5,23,5,23,14,0,0.290318250854398,8,14
1,1,110,14,14,5,23,23,5,0,1.39426478398855,8,14
1,3,110,23,14,5,5,14,23,1,0.170144969248213,8,14
1,2,170,14,23,5,23,5,14,1,0.154098948889441,8,14
2,3,140,23,5,5,14,14,23,1,0.118024465798953,8,14
2,3,80,14,14,23,5,5,23,0,0.271912738153333,8,14
1,2,110,14,5,23,5,23,14,0,0.877806384867654,8,14
2,2,110,23,5,5,23,14,14,1,0.625699282716596,8,14
1,2,110,5,5,23,23,14,14,1,0.153610249470148,8,14
2,1,110,14,5,23,14,23,5,0,0.957527192071211,8,14
2,2,200,5,23,5,23,14,14,1,0.0254496082761761,8,14
2,2,110,14,5,23,23,5,14,0,0.377355534503295,8,14
1,3,170,23,14,5,14,5,23,1,0.12926300055733,8,14
1,3,200,23,5,5,14,14,23,1,0.161193747462676,8,14
2,3,50,14,5,5,23,14,23,0,0.555143871521068,8,14
2,2,230,5,5,14,23,23,14,1,0.191000168417304,8,14
2,2,50,23,5,23,5,14,14,0,0.256920659838215,8,14
2,3,170,14,23,14,5,5,23,1,0.546856552533427,8,14
1,1,230,5,23,14,14,23,5,1,1.1527399738352,8,14
2,3,80,14,23,14,5,5,23,0,0.194642101621866,8,14
2,3,230,14,14,5,23,5,23,1,0.0865347979724902,8,14
1,1,140,14,5,23,23,14,5,1,0.452451127050153,8,14
2,2,140,23,23,5,5,14,14,1,0.672389152043252,8,14
2,2,170,23,14,5,5,23,14,1,0.15829976391251,8,14
2,3,200,5,14,14,5,23,23,1,0.0182046555692068,8,14
2,2,230,23,23,14,5,5,14,1,0.0921018571152672,8,14
2,1,170,23,14,5,23,14,5,0,0.370020246311469,8,14
2,3,80,14,23,5,14,5,23,0,0.263989813685839,8,14
1,1,230,14,14,23,5,23,5,1,0.21387071171921,8,14
2,3,170,23,14,5,5,14,23,1,0.0317929204065877,8,14
1,2,140,5,23,23,5,14,14,0,0.2096918241823,8,14
1,1,200,5,23,14,14,23,5,1,0.241629241665578,8,14
1,3,80,14,5,14,5,23,23,0,0.255543098599446,8,14
1,1,50,23,5,14,14,23,5,0,0.285428306340691,8,14
1,1,170,5,14,23,14,23,5,1,0.365369624516461,8,14
1,3,80,14,23,5,14,5,23,0,0.277194285799851,8,14
2,3,230,14,5,23,14,5,23,1,0.0591275319166016,8,14
1,3,170,23,14,5,14,5,23,1,0.383028122885662,8,14
2,3,110,23,14,5,14,5,23,0,0.302927706350602,8,14
2,3,170,23,14,14,5,5,23,1,0.250809085577202,8,14
1,3,50,14,14,23,5,5,23,0,0.226763919339646,8,14
2,1,50,23,5,14,23,14,5,0,0.304669289182129,8,14
2,1,80,14,23,5,23,14,5,0,0.264577269515939,8,14
1,1,50,14,23,5,14,23,5,0,0.276499670682824,8,14
2,3,230,14,5,5,14,23,23,1,0.0804503360850504,8,14
2,3,230,14,5,14,5,23,23,1,0.018392099365883,8,14
2,1,200,5,14,23,14,23,5,1,0.212230453676966,8,14
2,3,200,23,14,5,14,5,23,1,0.0421936211496359,8,14
1,3,80,5,14,5,14,23,23,0,0.114084061893664,8,14
1,3,170,5,14,23,14,5,23,1,0.122079523616776,8,14
1,2,230,14,23,5,23,5,14,1,0.157937149817371,8,14
2,1,170,14,23,5,14,23,5,1,0.315905517210922,8,14
1,2,170,23,23,5,14,5,14,1,0.0538132749898068,8,14
2,2,80,23,23,14,5,5,14,0,0.287701481182012,8,14
1,1,80,23,23,5,14,14,5,0,0.189621049306879,8,14
2,1,110,5,14,23,23,14,5,0,0.147532133350978,8,14
